,id,name,district_id,province_id
2865,24600,Nguyễn Bỉnh Khiêm,479,33
2866,24601,Nguyễn Khắc Nhu,479,33
2867,24602,Ngô Đức Kế,479,33
2868,24603,Nguyễn An Ninh,479,33
2869,24604,Nguyễn Công Trứ,479,33
2870,24605,Nguyễn Siêu,479,33
2871,24607,Hải Triều,479,33
2872,24608,Nguyễn Trãi,479,33
2873,24609,Nguyễn Văn Chiêm,479,33
2874,24610,Nguyễn Phi Khanh,479,33
2875,24611,Nguyễn Thành Ý,479,33
2876,24613,Nguyễn Trung Trực,479,33
2877,24614,Nguyễn Văn Thủ,479,33
2878,24615,Nguyễn Văn Tráng,479,33
2879,24616,Nguyễn Thiệp,479,33
2880,24617,Nguyễn Trung Ngạn,479,33
2881,24618,Nguyễn Thái Học,479,33
2882,24619,Nguyễn Văn Giai,479,33
2883,24620,Phan Bội Châu,479,33
2884,24621,Nguyễn Thị Nghĩa,479,33
2885,24622,Pasteur,479,33
2886,24623,Phạm Viết Chánh,479,33
2887,24625,Phạm Ngọc Thạch,479,33
2888,24626,Phan Văn Trường,479,33
2889,24627,Phan Ngữ,479,33
2890,24628,Phạm Hồng Thái,479,33
2891,24629,Nguyễn Văn Nguyễn,479,33
2892,24630,Nguyễn Văn Cừ,479,33
2893,24631,Phan Văn Đạt,479,33
2894,24632,Sương Nguyệt Ánh,479,33
2895,24633,Thái Văn Lung,479,33
2896,24634,Thạch Thị Thanh,479,33
2897,24635,Tôn Thất Thiệp,479,33
2898,24636,Tôn Thất Tùng,479,33
2899,24637,Thi Sách,479,33
2900,24638,Phùng Khắc Khoan,479,33
2901,24639,Trần Cao Vân,479,33
2902,24640,Thủ Khoa Huân,479,33
2903,24641,Trần Doãn Khanh,479,33
2904,24642,Trần Đình Xu,479,33
2905,24643,Trần Hưng Đạo,479,33
2906,24644,Phan Liêm,479,33
2907,24645,Trần Nhật Duật,479,33
2908,24646,Phó Đức Chính,479,33
2909,24647,Trần Quý Khoách,479,33
2910,24648,Trương Định,479,33
2911,24649,Trương Hán Siêu,479,33
2912,24650,Trường Sa,479,33
2913,24651,Trần Quang Khải,479,33
2914,24652,Tôn Đức Thắng,479,33
2915,24653,Võ Thị Sáu,479,33
2916,24654,Trần Khánh Dư,479,33
2917,24655,Võ Văn Kiệt,479,33
2918,24656,Trần Khắc Chân,479,33
2919,24657,Tôn Thất Đạm,479,33
2920,24658,Yersin,479,33
2921,24659,Phan Kế Bính,479,33
2922,24660,Công viên Lê Văn Tám,479,33
2923,24661,Phố Tây Phạm Ngũ Lão,479,33
2924,24662,Chợ Bến Thành,479,33
2925,24663,Chợ Tân Định,479,33
2926,24664,Công Viên Tao Đàn,479,33
2927,24665,Nowzone - Nguyễn Văn Cừ,479,33
2928,24666,Trịnh Văn Cấn,479,33
2929,24667,Từ Dũ,479,33
2930,24668,Nhà Hát Thành Phố,479,33
2931,24669,Cầu Bông,479,33
2932,24670,Bến Bạch Đằng,479,33
2933,24671,Hồ Con Rùa,479,33
2934,24672,Ngã Sáu Cộng Hòa,479,33
2935,24673,Citi Mart Nguyễn Trãi,479,33
2936,24674,Vincom Center,479,33
2937,24675,Đài Truyền Hình,479,33
2938,24676,Đại Lộ Đông Tây,479,33
2939,24677,Sở Thú - Thảo Cầm Viên,479,33
2940,24678,Zen Plaza,479,33
2941,24679,Vòng Xoay Phù Đổng,479,33
2942,24680,Parkson Lê Thánh Tôn,479,33
2943,24681,Kumho Asiana Plaza,479,33
2944,24682,Bason,479,33
2945,24683,Cầu Calmet,479,33
2946,24684,Nhà Thờ Đức Bà,479,33
2947,24685,Galaxy Nguyễn Du,479,33
2948,24686,Đỗ Xuân Hợp,480,33
2949,24687,Bitexco Tower,479,33
2950,24688,Bình Trưng,480,33
2951,24689,Vincom A - Union Square,479,33
2952,24690,Bệnh Viện Nhi Đồng 2,479,33
2953,24691,Khu ăn vặt Nguyễn Cảnh Chân,479,33
2954,24692,Diamond Plaza,479,33
2955,24693,Cây Bàng,480,33
2956,24694,Bờ Kè Thị Nghè,479,33
2957,24697,Đồng Văn Cống,480,33
2958,24711,Số 10,480,33
2959,24712,Số 10B,480,33
2960,24713,Số 15,480,33
2961,24714,Số 18 Khu B,480,33
2962,24715,Số 18,480,33
2963,24716,Số 19,480,33
2964,24717,Số 2,480,33
2965,24719,Số 24,480,33
2966,24720,Số 25,480,33
2967,24721,Số 11,480,33
2968,24722,Số 28,480,33
2969,24723,Số 21,480,33
2970,24724,Số 12,480,33
2971,24725,Số 31,480,33
2972,24726,Số 46,480,33
2973,24727,Số 3,480,33
2974,24728,Số 49B,480,33
2975,24729,Số 5,480,33
2976,24730,Số 29,480,33
2977,24731,Số 1,480,33
2978,24732,Số 20,480,33
2979,24733,Lương Định Của,480,33
2980,24734,Mai Chí Thọ,480,33
2981,24735,Dương Văn An,480,33
2982,24736,Lê Văn Miến,480,33
2983,24737,Nguyễn Bá Huân,480,33
2984,24738,Nguyễn Bá Lân,480,33
2985,24739,Số 7,480,33
2986,24740,Số 30,480,33
2987,24741,Nguyễn Đăng Giai,480,33
2988,24742,Nguyễn Cừ,480,33
2989,24743,Nguyễn Duy Hiệu,480,33
2990,24744,Nguyễn Duy Trinh,480,33
2991,24745,Nguyễn Quí Đức,480,33
2992,24746,Lê Văn Thịnh,480,33
2993,24747,Ngô Quang Huy,480,33
2994,24748,Nguyễn Ư Dĩ,480,33
2995,24750,Nguyễn Quý Đức,480,33
2996,24751,Nguyễn Văn Hưởng,480,33
2997,24753,Quốc Hương,480,33
2998,24754,Song Hành,480,33
2999,24755,Nguyễn Tuyển,480,33
3000,24756,Nguyễn Tư Nghiêm,480,33
3001,24757,Nguyễn Thị Định,480,33
3002,24759,Phạm Công Trứ,480,33
3003,24760,Thạnh Mỹ Nam,480,33
3004,24762,Trần Lưu,480,33
3005,24763,Thích Mật Thể,480,33
3006,24764,Trương Gia Mô,480,33
3007,24765,Trần Ngọc Diện,480,33
3008,24766,Võ Trường Toản,480,33
3009,24768,Xuân Thủy,480,33
3010,24769,Cát Lái,480,33
3011,24771,Tống Hữu Định,480,33
3012,24772,Thái Thuận,480,33
3013,24773,Parkson Cantavil,480,33
3014,24775,Trần Não,480,33
3015,24776,Cầu Sài Gòn,480,33
3016,24777,Cách Mạng Tháng 8,481,33
3017,24778,Số 3,481,33
3018,24779,Công Trường Quốc Tế,481,33
3019,24780,Số 1,481,33
3020,24781,Số 2,481,33
3021,24782,Số 7,481,33
3022,24783,Hồ Xuân Hương,481,33
3023,24784,Xa Lộ Hà Nội,480,33
3024,24785,Vũ Tông Phan,480,33
3025,24786,Lý Thái Tổ,481,33
3026,24787,Cao Thắng,481,33
3027,24788,Điện Biên Phủ,481,33
3028,24789,Ngô Thời Nhiệm,481,33
3029,24790,Hai Bà Trưng,481,33
3030,24791,Lê Văn Sỹ,481,33
3031,24792,Huỳnh Tịnh Của,481,33
3032,24793,Nguyễn Gia Thiều,481,33
3033,24794,Kỳ Đồng,481,33
3034,24795,Nguyễn Đình Chiểu,481,33
3035,24796,Lý Chính Thắng,481,33
3036,24797,Nguyễn Phúc Nguyên,481,33
3037,24798,Lê Quý Đôn,481,33
3038,24799,Nguyễn Thiện Thuật,481,33
3039,24800,Nguyễn Thông,481,33
3040,24801,Nguyễn Hiền,481,33
3041,24802,Nguyễn Sơn Hà,481,33
3042,24803,Phạm Đình Toái,481,33
3043,24804,Nguyễn Thượng Hiền,481,33
3044,24805,Nguyễn Văn Mai,481,33
3045,24806,Rạch Bùng Binh,481,33
3046,24807,Nam Kỳ Khởi Nghĩa,481,33
3047,24808,Sư Thiện Chiếu,481,33
3048,24809,Trần Quang Diệu,481,33
3049,24810,Hoàng Sa,481,33
3050,24811,Trương Quyền,481,33
3051,24812,Lê Ngô Cát,481,33
3052,24813,Trần Văn Đang,481,33
3053,24814,Trần Quốc Toản,481,33
3054,24815,Trần Quốc Thảo,481,33
3055,24816,Võ Thị Sáu,481,33
3056,24817,Tú Xương,481,33
3057,24818,Trương Định,481,33
3058,24819,Nguyễn Thị Diệu,481,33
3059,24820,Nguyễn Thị Minh Khai,481,33
3060,24821,Trường Sa,481,33
3061,24822,Công Trường Dân Chủ 3/2 - CMT8,481,33
3062,24823,Cầu Công Lý,481,33
3063,24824,Trần Cao Vân,481,33
3064,24825,Bờ Kè Nhiêu Lộc,481,33
3065,24826,Pasteur,481,33
3066,24827,Ngã Bảy Lý Thái Tổ,481,33
3067,24828,Số 4,481,33
3068,24829,Công Viên Lê Thị Riêng,481,33
3069,24830,Võ Văn Tần,481,33
3070,24831,Cầu Lê Văn Sỹ,481,33
3071,24832,Ga Sài Gòn,481,33
3072,24833,Bàn Cờ,481,33
3073,24834,Hòa Hưng,481,33
3074,24835,Phạm Ngọc Thạch,481,33
3075,24836,Nguyễn Văn Trỗi,481,33
3076,24838,Vườn Chuối,481,33
3077,24839,Bà Huyện Thanh Quan,481,33
3078,24840,Co.op Mart Nguyễn Đình Chiểu,481,33
3079,24841,12B,482,33
3080,24842,Bảo Tàng Chiến Tranh,481,33
3081,24843,Đoàn Như Hài,482,33
3082,24844,Viện Pasteur,481,33
3083,24845,Đoàn Văn Bơ,482,33
3084,24847,Số 10A,482,33
3085,24848,Đài Tưởng Niệm Thích Quảng Đức,481,33
3086,24849,Bến Vân Đồn,482,33
3087,24850,Số 40,482,33
3088,24851,Số 11,482,33
3089,24852,Số 45,482,33
3090,24853,Số 1,482,33
3091,24854,Lê Thạch,482,33
3092,24855,Cư Xá Vĩnh Hội,482,33
3093,24856,Khánh Hội,482,33
3094,24857,Số 50,482,33
3095,24858,Chùa Vĩnh Nghiêm,481,33
3096,24860,Lê Quốc Hưng,482,33
3097,24861,Số 10C,482,33
3098,24862,Số 21,482,33
3099,24863,Hoàng Diệu,482,33
3100,24864,Số 13,482,33
3101,24865,Lê Văn Linh,482,33
3102,24866,Nguyễn Khoái,482,33
3103,24867,Số 6,482,33
3104,24868,Nguyễn Tất Thành,482,33
3105,24869,Nguyễn Trường Tộ,482,33
3106,24870,Số 43,482,33
3107,24871,Nguyễn Thần Hiến,482,33
3108,24872,Vĩnh Hội,482,33
3109,24873,Nguyễn Hữu Hào,482,33
3110,24874,Số 31,482,33
3111,24875,An Bình,483,33
3112,24876,Xóm Chiếu,482,33
3113,24877,Tân Vĩnh,482,33
3114,24878,Bà Triệu,483,33
3115,24879,Số 48,482,33
3116,24880,Vĩnh Khánh,482,33
3117,24881,Chung Cư Khánh Hội,482,33
3118,24883,Bùi Hữu Nghĩa,483,33
3119,24884,An Điềm,483,33
3120,24885,Bạch Vân,483,33
3121,24886,Tôn Thất Thuyết,482,33
3122,24887,Đặng Thái Thân,483,33
3123,24888,Chung Cư Tôn Thất Thuyết,482,33
3124,24889,Dương Tử Giang,483,33
3125,24890,Châu Văn Liêm,483,33
3126,24891,Đào Tấn,483,33
3127,24892,Tôn Đản,482,33
3128,24893,Bến Nhà Rồng,482,33
3129,24894,Gia Phú,483,33
3130,24895,Gò Công,483,33
3131,24896,20 Thước,482,33
3132,24897,Hải Thượng Lãn Ông,483,33
3133,24898,An Dương Vương,483,33
3134,24899,Hồng Bàng,483,33
3135,24900,Hùng Vương,483,33
3136,24901,Đỗ Ngọc Thạnh,483,33
3137,24902,Huỳnh Mẫn Đạt,483,33
3138,24903,Lão Tử,483,33
3139,24904,Ký Hòa,483,33
3140,24905,Cao Đạt,483,33
3141,24906,Hà Tôn Quyền,483,33
3142,24907,Học Lạc,483,33
3143,24908,Lý Thường Kiệt,483,33
3144,24909,Ngô Gia Tự,483,33
3145,24910,Nghĩa Thục,483,33
3146,24911,Nguyễn Án,483,33
3147,24912,Mạc Thiên Tích,483,33
3148,24913,Nguyễn Thi,483,33
3149,24914,Lê Hồng Phong,483,33
3150,24915,Nguyễn Thời Trung,483,33
3151,24916,Nguyễn Văn Cừ,483,33
3152,24917,Nguyễn Chí Thanh,483,33
3153,24918,Ngô Quyền,483,33
3154,24919,Nguyễn Văn Đừng,483,33
3155,24920,Lương Nhữ Học,483,33
3156,24921,Ngô Nhân Tịnh,483,33
3157,24922,Phạm Đôn,483,33
3158,24923,Nguyễn Thị Nhỏ,483,33
3159,24924,Nguyễn Biểu,483,33
3160,24925,Nguyễn An Khương,483,33
3161,24926,Nguyễn Trãi,483,33
3162,24927,Phạm Hữu Chí,483,33
3163,24928,Nguyễn Kim,483,33
3164,24929,Phan Phú Tiên,483,33
3165,24930,Phan Văn Khỏe,483,33
3166,24931,Phan Văn Trị,483,33
3167,24932,Nguyễn Duy Dương,483,33
3168,24933,Nguyễn Tri Phương,483,33
3169,24934,Phạm Đình Hổ,483,33
3170,24935,Phú Giáo,483,33
3171,24936,Phùng Hưng,483,33
3172,24937,Sư Vạn Hạnh,483,33
3173,24938,Tân Hưng,483,33
3174,24939,Tân Hàng,483,33
3175,24940,Tân Phước,483,33
3176,24942,Tân Thành,483,33
3177,24943,Tăng Bạt Hổ,483,33
3178,24944,Phước Hưng,483,33
3179,24945,Tạ Uyên,483,33
3180,24946,Phó Cơ Điều,483,33
3181,24947,Phú Định,483,33
3182,24948,Phù Đổng Thiên Vương,483,33
3183,24949,Trần Phú,483,33
3184,24950,Trần Bình Trọng,483,33
3185,24951,Trần Hưng Đạo,483,33
3186,24952,Trần Hòa,483,33
3187,24953,Trần Nhân Tôn,483,33
3188,24954,Trần Tuấn Khải,483,33
3189,24955,Trần Xuân Hòa,483,33
3190,24956,Chợ An Đông,483,33
3191,24957,Vạn Tượng,483,33
3192,24958,Võ Văn Kiệt,483,33
3193,24959,Trịnh Hoài Đức,483,33
3194,24960,Cầu Chà Và,483,33
3195,24961,Tản Đà,483,33
3196,24962,Bà Hom,484,33
3197,24963,Ngã Sáu Nguyễn Tri Phương,483,33
3198,24964,Triệu Quang Phục,483,33
3199,24965,Chợ Lớn,483,33
3200,24966,Trang Tử,483,33
3201,24967,Bến Bãi Sậy,484,33
3202,24968,Võ Trường Toản,483,33
3203,24969,Bến Lò Gốm,484,33
3204,24970,Cầu Nguyễn Tri Phương,483,33
3205,24971,An Dương Vương,484,33
3206,24972,Thuận Kiều,483,33
3207,24973,Cầu Chữ Y,483,33
3208,24975,Parkson Hùng Vương,483,33
3209,24976,Chợ Rẫy,483,33
3210,24977,Xóm Chỉ,483,33
3211,24978,Chợ Lớn,484,33
3212,24980,Bà Lài,484,33
3213,24981,Bình Tiên,484,33
3214,24985,10 Cư Xá Rada,484,33
3215,24986,Đặng Nguyên Cẩn,484,33
3216,24987,Bình Tây,484,33
3217,24988,Chu Văn An,484,33
3218,24989,Vạn Kiếp,483,33
3219,24990,Số 11,484,33
3220,24991,Số 14,484,33
3221,24992,Cao Văn Lầu,484,33
3222,24993,Số 2,484,33
3223,24994,Số 13,484,33
3224,24995,Bửu Đình,484,33
3225,24997,Số 3,484,33
3226,24998,Số 32,484,33
3227,24999,Số 22,484,33
3228,25000,Bến Phú Lâm,484,33
3229,25001,Số 1C,484,33
3230,25002,Số 1,484,33
3231,25003,Số 23,484,33
3232,25004,Số 8,484,33
3233,25005,Số 9,484,33
3234,25006,Số 21,484,33
3235,25007,Số 34,484,33
3236,25008,Số 26,484,33
3237,25009,Số 44,484,33
3238,25011,Số 5,484,33
3239,25012,Lý Chiêu Hoàng,484,33
3240,25013,Số 29,484,33
3241,25014,Kinh Dương Vương,484,33
3242,25015,Số 12,484,33
3243,25016,Minh Phụng,484,33
3244,25017,Mai Xuân Thưởng,484,33
3245,25018,Phạm Phú Thứ,484,33
3246,25019,Lê Quang Sung,484,33
3247,25020,Nguyễn Đình Chi,484,33
3248,25022,Lê Tuấn Mậu,484,33
3249,25023,Hậu Giang,484,33
3250,25024,Lê Trực,484,33
3251,25025,Nguyễn Phạm Tuân,484,33
3252,25026,Hồng Bàng,484,33
3253,25027,Phan Văn Khỏe,484,33
3254,25028,Số 4,484,33
3255,25030,Tháp Mười,484,33
3256,25031,Trang Tử,484,33
3257,25032,Số 72,484,33
3258,25033,Hùng Vương,484,33
3259,25034,Văn Thân,484,33
3260,25035,Cư xá Phú Lâm B,484,33
3261,25036,Phạm Đình Hổ,484,33
3262,25037,Bình Phú,484,33
3263,25038,Nguyễn Văn Luông,484,33
3264,25039,Tân Hoá,484,33
3265,25040,Võ Văn Kiệt,484,33
3266,25041,Vòng xoay An Lạc,484,33
3267,25042,Vành Đai,484,33
3268,25043,Cư xá Phú Lâm A,484,33
3269,25044,Bế Văn Cấm,485,33
3270,25045,Nguyễn Thị Nhỏ,484,33
3271,25046,Song Hành,484,33
3272,25047,Cư xá Phú Lâm D,484,33
3273,25048,Cao Triều Phát,485,33
3274,25049,Bùi Bằng Đoàn,485,33
3275,25050,Đặng Đức Thuật,485,33
3276,25051,Bến Nghé,485,33
3277,25052,Đào Trí,485,33
3278,25054,Cây Gõ,484,33
3279,25055,Vòng xoay Phú Lâm,484,33
3280,25056,Phạm Văn Chí,484,33
3281,25058,Tân Hòa Đông,484,33
3282,25059,Bến xe miền tây,484,33
3283,25060,Bùi Văn Ba,485,33
3284,25061,Trần Văn Kiểu,484,33
3285,25062,Số 14A,485,33
3286,25063,Số 17,485,33
3287,25065,Số 11N,485,33
3288,25066,Số 11,485,33
3289,25067,Số 2,485,33
3290,25068,Số 1,485,33
3291,25071,Số 10,484,33
3292,25072,Gia Phú,484,33
3293,25073,Số 20,485,33
3294,25074,Số 10,485,33
3295,25075,Số 15,485,33
3296,25076,Số 19,485,33
3297,25077,Số 25,485,33
3298,25078,Số 12,485,33
3299,25079,Số 36,485,33
3300,25080,Số 14,485,33
3301,25081,Số 6,485,33
3302,25082,Số 32,485,33
3303,25083,Số 37,485,33
3304,25084,Số 4F,485,33
3305,25085,Số 65,485,33
3306,25086,Số 3,485,33
3307,25087,Số 53,485,33
3308,25088,Số 22,485,33
3309,25089,Số 39,485,33
3310,25090,Số 8,485,33
3311,25091,Số 75,485,33
3312,25092,Số 79,485,33
3313,25093,Số 7,485,33
3314,25094,Số 30,485,33
3315,25095,Số 6E,485,33
3316,25096,Số 85,485,33
3317,25097,Hoàng Quốc Việt,485,33
3318,25098,Số 9,485,33
3319,25099,Hưng Gia,485,33
3320,25100,Đặng Đại Lộ,485,33
3321,25101,Số 4,485,33
3322,25102,Số 45,485,33
3323,25103,Hà Huy Tập,485,33
3324,25104,Hưng Gia 4,485,33
3325,25105,Hưng Gia 3,485,33
3326,25106,Hưng Gia 1,485,33
3327,25107,Số 81,485,33
3328,25108,Hưng Gia 5,485,33
3329,25109,Số 27,485,33
3330,25110,Hưng Gia 2,485,33
3331,25111,Hưng Phước 4,485,33
3332,25112,Hưng Phước 3,485,33
3333,25113,Số 33,485,33
3334,25114,Hưng Vượng 2,485,33
3335,25115,Hưng Vượng 3,485,33
3336,25116,Giao Hàng Tận Nơi,485,33
3337,25117,Số 41,485,33
3338,25118,Huỳnh Tấn Phát,485,33
3339,25119,Lâm Văn Bền,485,33
3340,25120,Lê Văn Lương,485,33
3341,25121,Lý Long Tường,485,33
3342,25122,Lê Văn Thêm,485,33
3343,25123,Gò Ô Môi,485,33
3344,25124,Hoàng Văn Thái,485,33
3345,25125,Mai Văn Vĩnh,485,33
3346,25126,Hưng Vượng,485,33
3347,25127,Lý Phục Man,485,33
3348,25128,Morison,485,33
3349,25129,Hưng Phước 2,485,33
3350,25130,Hưng Vượng 1,485,33
3351,25131,Mỹ Thái 1,485,33
3352,25132,Hưng Vượng 4,485,33
3353,25133,Nguyễn Đức Cảnh,485,33
3354,25134,Nguyễn Khắc Viện,485,33
3355,25135,Nguyễn Lương Bằng,485,33
3356,25136,Phạm Hữu Lầu,485,33
3357,25137,Nguyễn Hữu Thọ,485,33
3358,25138,Phạm Thái Bường,485,33
3359,25139,Phạm Văn Nghị - Bắc,485,33
3360,25140,Nguyễn Văn Linh,485,33
3361,25141,Nguyễn Văn Qùy,485,33
3362,25142,Tân Mỹ,485,33
3363,25143,Phan Huy Thực,485,33
3364,25148,Tiểu Nam,485,33
3365,25149,Tân Trào,485,33
3366,25150,Phan Văn Chương,485,33
3367,25151,Phạm Văn Nghị - Nam,485,33
3368,25152,Trần Văn Khánh,485,33
3369,25154,Phan Khiếm Ích,485,33
3370,25155,Tân Thuận,485,33
3371,25156,Nguyễn Thị Thập,485,33
3372,25157,Nguyễn Cao (Nam),485,33
3373,25158,Trần Trọng Cung,485,33
3374,25159,Cầu Phú Mỹ,485,33
3375,25160,Sáng Tạo,485,33
3376,25161,Trần Xuân Soạn,485,33
3377,25162,Trần Văn Trà,485,33
3378,25163,Lotte Mart,485,33
3379,25164,An Dương Vương,486,33
3380,25165,Sky Garden,485,33
3381,25166,Tôn Dật Tiên,485,33
3382,25167,SC VivoCity,485,33
3383,25168,Hưng Phước,485,33
3384,25169,Phú Mỹ Hưng,485,33
3385,25170,Hồ Bán Nguyệt,485,33
3386,25171,Âu Dương Lân,486,33
3387,25172,Crescent Mall,485,33
3388,25175,Chánh Hưng,486,33
3389,25176,Dã Tượng,486,33
3390,25177,Ba Tơ,486,33
3391,25178,Cao Lỗ,486,33
3392,25179,Bến Mễ Cốc,486,33
3393,25180,Đặng Chất,486,33
3394,25181,Đông Hồ,486,33
3395,25182,Cần Giuộc,486,33
3396,25184,Ba Đình,486,33
3397,25185,Bông Sao,486,33
3398,25186,Đinh Hòa,486,33
3399,25188,Dạ Nam,486,33
3400,25189,Đào Cam Mộc,486,33
3401,25190,Dương Bá Trạc,486,33
3402,25191,Số 12,486,33
3403,25192,Bùi Minh Trực,486,33
3404,25193,Số 1011,486,33
3405,25194,Cây Sung,486,33
3406,25195,Số 10,486,33
3407,25196,Số 16,486,33
3408,25197,Số 13,486,33
3409,25198,Trần Văn Chương,485,33
3410,25199,Số 2,486,33
3411,25200,Cao Xuân Dục,486,33
3412,25201,Số 332,486,33
3413,25202,Số 1,486,33
3414,25203,Số 41,486,33
3415,25204,Số 5,486,33
3416,25205,Số 8,486,33
3417,25206,Số 320,486,33
3418,25207,Số 4,486,33
3419,25208,Liên Tỉnh 5,486,33
3420,25209,Huỳnh Thị Phụng,486,33
3421,25210,Mạc Vân,486,33
3422,25211,Mễ Cốc,486,33
3423,25212,Nguyễn Chế Nghĩa,486,33
3424,25213,Hoàng Minh Đạo,486,33
3425,25214,Nguyễn Văn Của,486,33
3426,25215,Nguyễn Nhược Thị,486,33
3427,25216,Số 23,486,33
3428,25217,Lương Ngọc Quyến,486,33
3429,25218,Nguyễn Văn Linh,486,33
3430,25219,Hoài Thanh,486,33
3431,25220,Lương Văn Can,486,33
3432,25221,Phạm Hùng,486,33
3433,25222,Phong Phú,486,33
3434,25223,Quốc lộ 50,486,33
3435,25224,Nguyễn Thị Tần,486,33
3436,25225,Số 6,486,33
3437,25226,Hưng Phú,486,33
3438,25227,Hoàng Sĩ Khải,486,33
3439,25228,Rạch Ụ Cây,486,33
3440,25229,Số 9A,486,33
3441,25231,Tạ Quang Bửu,486,33
3442,25232,Rạch Cát,486,33
3443,25233,Lưu Hữu Phước,486,33
3444,25235,Vĩnh Nam,486,33
3445,25236,Nguyễn Duy,486,33
3446,25237,Võ Trứ,486,33
3447,25238,Trung Sơn,486,33
3448,25239,Hồ Tân Mỹ,485,33
3449,25240,Bến Bình Đông,486,33
3450,25241,Phạm Thế Hiển,486,33
3451,25242,Phú Định - Mễ Cốc,486,33
3452,25243,Xóm Củi,486,33
3453,25244,Xóm Đạo,486,33
3454,25245,Đồng Diều,486,33
3455,25246,Phú Định,486,33
3456,25247,Tuy Lý Vương,486,33
3457,25248,Chợ Phú Định,486,33
3458,25250,Bình Phú - Phú Định,486,33
3459,25251,Tùng Thiện Vương,486,33
3460,25252,Bưng Ông Thoàn,487,33
3461,25253,Bến Phú Định,486,33
3462,25254,Đặng Văn Bi,487,33
3463,25255,Đại Lộ 3,487,33
3464,25256,Đinh Củng Viên,487,33
3465,25257,Cầu Chánh Hưng,486,33
3466,25258,Cù Lao Long Bình,487,33
3467,25259,Đại Lộ 2,487,33
3468,25261,449,487,33
3469,25262,Đỗ Xuân Hợp,487,33
3470,25263,385,487,33
3471,25264,Trường THPT Nguyễn Thị Định,486,33
3472,25265,295,487,33
3473,25267,Dương Đình Hội,487,33
3474,25269,Số 11,487,33
3475,25270,147,487,33
3476,25271,Đình Phong Phú,487,33
3477,25273,Số 1,487,33
3478,25274,Cầu Xây,487,33
3479,25275,Số 12,487,33
3480,25276,Số 139,487,33
3481,25279,109,487,33
3482,25281,265,487,33
3483,25282,Số 10,487,33
3484,25283,Số 14,487,33
3485,25284,Số 144,487,33
3486,25285,Số 17,487,33
3487,25286,Số 13,487,33
3488,25287,Số 176,487,33
3489,25288,Số 138,487,33
3490,25289,Số 15,487,33
3491,25290,Số 185,487,33
3492,25291,Số 2,487,33
3493,25292,Số 21,487,33
3494,25293,Số 12A,487,33
3495,25294,Số 18,487,33
3496,25295,Số 22,487,33
3497,25296,Số 3,487,33
3498,25297,Số 339,487,33
3499,25298,Số 358,487,33
3500,25299,Số 379,487,33
3501,25300,Số 18A,487,33
3502,25301,Số 4,487,33
3503,25302,Số 5,487,33
3504,25303,Trương Đình Hội,486,33
3505,25304,Số 429,487,33
3506,25305,số 359,487,33
3507,25306,904,487,33
3508,25307,Số 8,487,33
3509,25308,Số 882,487,33
3510,25309,Số 9,487,33
3511,25310,Số 6,487,33
3512,25311,Hồ Bá Phấn,487,33
3513,25312,Hoàng Hữu Nam,487,33
3514,25313,Duy Tân,487,33
3515,25314,Ích Thạnh,487,33
3516,25315,Số 154,487,33
3517,25316,Làng Tăng Phú,487,33
3518,25317,Lã Xuân Oai,487,33
3519,25318,Số 6A,487,33
3520,25319,Lê Lợi,487,33
3521,25320,Số 7,487,33
3522,25322,Số 79,487,33
3523,25323,Lò Lu,487,33
3524,25324,Số 61,487,33
3525,25325,Long Phước,487,33
3526,25326,Long Thuận,487,33
3527,25327,Man Thiện,487,33
3528,25328,Nam Hòa,487,33
3529,25330,Ngô Quyền,487,33
3530,25331,Nguyễn Xiển,487,33
3531,25332,Nguyễn Văn Tăng,487,33
3532,25333,Phan Chu Trinh,487,33
3533,25334,Phước Thiện,487,33
3534,25335,Số 6B,487,33
3535,25336,Liên Phường,487,33
3536,25337,Quốc lộ 1A,487,33
3537,25338,Tân Lập 1,487,33
3538,25339,Tam Đa,487,33
3539,25340,Tân Lập 2,487,33
3540,25341,Nam Cao,487,33
3541,25342,475,487,33
3542,25343,Trần Hưng Đạo,487,33
3543,25344,Tú Xương,487,33
3544,25345,Trương Văn Thành,487,33
3545,25346,Vành Đai 2,487,33
3546,25347,Võ Văn Hát,487,33
3547,25348,Xa Lộ Hà Nội,487,33
3548,25349,Tân Hòa 2,487,33
3549,25350,Tăng Nhơn Phú,487,33
3550,25351,Mạc Hiển Tích,487,33
3551,25352,Ngã 4 Thủ Đức,487,33
3552,25353,Quang Trung,487,33
3553,25354,Phước Long B,487,33
3554,25355,Phước Long A,487,33
3555,25356,Trường Lưu,487,33
3556,25357,Tây Hòa,487,33
3557,25358,Trần Trọng Khiêm,487,33
3558,25359,Tăng Nhơn Phú A,487,33
3559,25360,Suối Tiên,487,33
3560,25361,Phước Bình,487,33
3561,25362,3 Tháng 2,488,33
3562,25363,Ba Vì,488,33
3563,25364,Bà Hạt,488,33
3564,25365,Nguyễn Duy Trinh,487,33
3565,25367,Lê Văn Việt,487,33
3566,25368,Cách Mạng Tháng 8,488,33
3567,25369,Cao Thắng,488,33
3568,25370,The BCR,487,33
3569,25371,Châu Thới,488,33
3570,25372,Vườn Cò,487,33
3571,25373,Cửu Long,488,33
3572,25374,Bạch Mã,488,33
3573,25375,Đất Thánh,488,33
3574,25376,Điện Biên Phủ,488,33
3575,25377,Đồng Nai,488,33
3576,25378,Hòa Hảo,488,33
