,id,name,district_id,province_id
0,1,Hưng Bình,667,7
1,2,Phước Ninh,238,50
2,3,Phường 1,155,20
3,4,Xuân La,557,11
4,5,Hải Châu,238,50
5,6,Lộc Thọ,414,43
6,7,Thị trấn Cát Bà,89,3
7,8,Thị trấn Dương Đông,446,2
8,9,Phường 2,686,15
9,10,Phường 4,155,20
10,11,Bến Thành,479,33
11,12,Phường 8,155,20
12,14,Long Hòa,99,33
13,15,Nguyễn Thái Bình,479,33
14,16,Hàm Tiến,244,23
15,17,Trung Minh,316,48
16,18,Hàng Trống,259,11
17,19,Khuê Mỹ,412,50
18,20,Phường 2,186,44
19,21,Cô Giang,479,33
20,22,Tân Thuận Đông,485,33
21,23,Cẩm Phô,269,28
22,24,An Khánh,424,38
23,25,Cẩm Châu,269,28
24,26,Phường 2,155,20
25,27,Tân Lập,414,43
26,28,Vĩnh Nguyên,414,43
27,29,Phạm Ngũ Lão,479,33
28,30,Ninh Vân,423,43
29,31,Tỉnh Lộ 86,19,11
30,32,Tân An,424,38
31,33,Phường 1,686,15
32,34,Hàng Bạc,259,11
33,35,Cửa Cạn,446,2
34,36,Trúc Bạch,259,11
35,37,Bến Nghé,479,33
36,38,Thị trấn Lăng Cô,441,1
37,39,Xuân Phú,275,1
38,40,Phú Hội,275,1
39,41,Gia Sinh,214,60
40,42,Dương Tơ,446,2
41,43,Phường 6,483,33
42,44,Tỉnh 719,245,23
43,45,An Hải Bắc,524,50
44,46,Đại Kim,260,11
45,47,Mỹ An,412,50
46,48,Phường 6,638,58
47,49,Phạm Đình Hồ,259,11
48,50,Tiến Thành,244,23
49,51,Thị trấn Tam Đảo,527,39
50,52,Cửa Nam,259,11
51,53,Tuần Châu,235,10
52,54,Phú Nhuận,275,1
53,55,Phường 3,155,20
54,56,Thị trấn Sa Pa,503,21
55,57,Phường 11,443,33
56,58,Ninh Hải,250,60
57,59,Mũi Né,244,23
58,60,Xương Huân,414,43
59,61,Văn Miếu,259,11
60,62,Phước Mỹ,524,50
61,63,Phú Hài,244,23
62,64,Quán Thánh,259,11
63,65,Mễ Trì,394,11
64,66,Vạn Hương,183,3
65,67,Hàng Buồm,259,11
66,68,Bãi Cháy,235,10
67,69,Hà Huy Tập,667,7
68,70,Bình Kiến,638,58
69,71,Nghi Hương,142,7
70,72,Ghềnh Ráng,494,5
71,73,Phường 7,638,58
72,74,Nhân Chính,582,11
73,75,Hàng Bồ,259,11
74,76,Cỏ Ống,134,15
75,77,Tôn Đức Thắng,134,15
76,78,Ninh Khánh,420,60
77,79,Thắng Tam,686,15
78,80,Bạch Đằng,235,10
79,81,Hòa Phú,255,50
80,82,Cẩm An,269,28
81,83,Phường 2,61,33
82,85,Vĩnh Ninh,275,1
83,86,Đằng Hải,237,3
84,87,Tân Lập,72,40
85,88,Thị trấn Thiên Cầm,97,45
86,89,Hàng Gai,259,11
87,90,Hòa Hải,412,50
88,91,Tân Sơn,574,16
89,92,Mỹ Hải,432,17
90,93,Lê Lợi,494,5
91,94,Phước Thuận,690,15
92,95,Võ Thị Sáu,173,15
93,96,Shàng Bông,227,11
94,97,Quảng An,557,11
95,98,Lê Hồng Phong,523,13
96,99,Yên Phụ,557,11
97,100,Diên Hòa,146,43
98,101,San Sả Hồ,503,21
99,102,Cửa Dương,446,2
100,103,Phường 7,155,20
101,104,Chiềng Châu,355,48
102,105,Tự An,72,40
103,106,Lý Thái Tổ,259,11
104,107,Cầu Hùng Vương,638,58
105,108,Phương Liệt,582,11
106,109,Cái Khế,424,38
107,110,Bảo Ninh,192,12
108,111,Nam Cát Tiên,544,32
109,112,Trường Thi,667,7
110,113,Thắng Lợi,306,56
111,114,An Hải Đông,524,50
112,115,Phường 8,686,15
113,116,Hà Khẩu,684,61
114,117,Vỹ Dạ,275,1
115,118,Phường 9,155,20
116,119,Tân Định,42,22
117,120,Văn Hải,432,17
118,121,Đức Nghĩa,244,23
119,122,An Hải Tây,524,50
120,123,Hải Thành,192,12
121,124,Phước Đồng,414,43
122,125,Đống Đa,680,39
123,126,Cam Thịnh Đông,81,43
124,127,Phú Sơn,544,32
125,128,Phú Hội,642,53
126,129,Tràng Tiền,259,11
127,130,Bình An,480,33
128,131,Phường 10,483,33
129,132,Phường 8,443,33
130,133,Quyết Thắng,306,56
131,134,An Phú,424,38
132,135,Phường 6,481,33
133,136,Thuận An,451,1
134,137,Phường 10,155,20
135,138,Đông Hồ,293,2
136,139,Sơn Phong,269,28
137,140,Long Hải,338,15
138,141,Phường 13,61,33
139,142,Tân Tiến,243,23
140,143,Kỳ Nam,315,45
141,144,Phú Hội,567,55
142,145,Tân Thành,420,60
143,146,Hồng Gai,235,10
144,147,Nghĩa Hà,643,13
145,148,Trung Sơn,505,16
146,149,Nguyễn Văn Cừ,494,5
147,150,Sơn Trạch,66,12
148,151,Đồng Phú,192,12
149,152,Nguyễn An Ninh,686,15
150,153,Việt Hải,89,3
151,154,Văn Hải,422,17
152,155,Tân An,269,28
153,156,Minh An,269,28
154,157,Lộc Vĩnh,441,1
155,158,Cửa Đông,259,11
156,159,Chánh Nghĩa,596,22
157,160,Quan Lạn,660,10
158,161,Cư Yên,351,48
159,162,Lưu Kiếm,604,3
160,163,Hoằng Tiến,265,16
161,164,Cửa Đại,269,28
162,165,Thanh Hà,269,28
163,166,Tân Mai,50,32
164,167,Nguyễn Tất Thành,72,40
165,168,Bùi Thị Xuân,259,11
166,169,Láng Thượng,259,11
167,170,Hưng Long,244,23
168,171,Nguyễn Trung Trực,259,11
169,172,Phường 9,638,58
170,173,Phú Thủy,244,23
171,174,Xuân Phú,20,15
172,175,Phường Tân Thịnh,253,48
173,176,Hưng Lợi,424,38
174,177,Phường 10,443,33
175,178,P Châu Phú A,104,6
176,179,Vạn Sơn,183,3
177,180,68 – Khu Biệt Thự Ven Biển Phía Đông Đảo Tuần Châu,486,33
178,181,Trân Châu,89,3
179,182,Bình Yên,564,11
180,184,Hải Đinh,192,12
181,185,Anh Dũng,151,3
182,186,Phường 4,73,41
183,187,Bình Hàn,239,34
184,188,Ninh Thắng,250,60
185,189,Thị trấn Mai Châu,355,48
186,190,Thắng Lợi,72,40
187,191,An Lạc,424,38
188,192,Bắc Sơn,505,16
189,193,Hồ Thanh Tòng,134,15
190,194,Cẩm Nam,269,28
191,195,Vĩnh Hòa,414,43
192,196,Phường 17,63,33
193,197,Phường 13,481,33
194,198,Blao,29,20
195,199,Bình An,293,2
196,200,Phường 1,382,42
197,201,Phường 1,481,33
198,202,Khai Quang,680,39
199,203,Tân Phong,485,33
200,204,Vĩnh Hải,414,43
201,205,Hoằng Hải,265,16
202,206,Phường 1,443,33
203,207,Tam Hải,429,28
204,208,Châu Phú B,104,6
205,209,Phường Lộc Sơn,29,20
206,210,Thượng Đình,582,11
207,211,Ngọc Khánh,259,11
208,212,Nguyễn Đức Thuận,134,15
209,214,Phường 5,155,20
210,215,Vĩnh Tuy,236,11
211,216,Quang Trung,667,7
212,217,Vĩnh Hải,422,17
213,218,An Cư,424,38
214,219,Thảo Điền,480,33
215,220,Phường 6,155,20
216,221,Ngọc Hòa,131,11
217,222,Nguyễn Duy Trinh,492,28
218,223,Tân Phú,485,33
219,224,Phúc Thành,420,60
220,225,Phường 6,382,42
221,226,Phước Tiến,414,43
222,227,Điện Ngọc,174,28
223,228,Tân Thạnh,530,28
224,229,Nguyễn Trãi,239,34
225,230,Điện Dương,174,28
226,231,Vĩnh Trường,414,43
227,232,Phường 15,443,33
228,233,Bưng Riềng,690,15
229,234,Phong Sơn,434,1
230,235,Nam Hà,231,45
231,236,Phú Trinh,244,23
232,237,Bình Châu,690,15
233,238,Hoàng Văn Thụ,270,3
234,239,Him Lam,177,57
235,240,Thu Thủy,142,7
236,241,Vạn Thạnh,651,43
237,242,Vĩnh Bảo,501,2
238,243,Núi Sam,104,6
239,244,Phường 28,63,33
240,245,Ninh Thủy,423,43
241,246,Nguyễn Du,259,11
242,247,Đạo Long,425,17
243,248,Thủy Xuân,275,1
244,249,Liễu Giai,259,11
245,250,Mộ Lao,227,11
246,251,Phước Hội,243,23
247,252,Phan Chu Trinh,259,11
248,253,Giảng Võ,259,11
249,254,Thọ Quang,524,50
250,255,Tân Hoà,253,48
251,256,Quang Tiến,508,11
252,257,An Phú Đông,440,58
253,258,Bình San,230,2
254,259,Quán Bàu,667,7
255,260,Ninh Phước,423,43
256,261,Cốc Lếu,327,21
257,262,Phổ Thạnh,204,13
258,263,Lạc Đạo,244,23
259,264,Trần Phú,231,45
260,265,Lạch Tray,411,3
261,266,Đồng Xuân,259,11
262,267,Thanh Bình,420,60
263,268,Cam Hải Đông,79,43
264,269,Hùng Thắng,235,10
265,270,Đông Xá,660,10
266,271,Phường 5,686,15
267,272,Phường 3,686,15
268,273,Phường 4,638,58
269,274,Trần Hưng Đạo,259,11
270,275,Phường 12,488,33
271,276,Phường 10,226,33
272,277,Nguyễn Cư Trinh,479,33
273,278,Vĩnh Quang,501,2
274,279,Mỹ Đình 2,394,11
275,280,Điện Biên,574,16
276,281,Cát Linh,198,11
277,282,Phường 14,488,33
278,283,Liên Sơn,328,40
279,284,Thị trấn Khánh Hải,422,17
280,285,Lê Hồng Phong,494,5
281,286,Trường Sơn,478,16
282,287,Phường 4,61,33
283,288,Phường 7,61,33
284,289,Láng Hạ,259,11
285,290,Thị xã Kiên Lương,293,2
286,291,Cống Vị,259,11
287,292,Phường 5,186,44
288,293,Lê Đại Hành,259,11
289,294,Mỹ Long,344,6
290,295,Phường 3,49,14
291,296,Cúc Phương,416,60
292,297,Phường 5,483,33
293,298,Xuân Cảnh,510,58
294,299,Thanh Khê,238,50
295,300,Châu Thành,108,14
296,301,Phan Chu Trinh,72,40
297,302,Vĩnh Phú,599,22
298,303,Phố Huế,259,11
299,304,Chánh Lộ,523,13
300,305,Cầu Ông Lãnh,479,33
301,306,Lý Thái Tổ,243,23
302,307,Trần Phú,494,5
303,308,Vạn Thạnh,414,43
304,309,Bình Trị,60,13
305,310,Quốc Tử Giám,259,11
306,311,Phường Đúc,275,1
307,312,Tân An,72,40
308,313,Trung Hoà,101,11
309,314,Lạc Viên,411,3
310,315,Tỉnh Lộ 44a,173,15
311,316,Tây Sơn,466,4
312,317,Phúc La,227,11
313,318,Hàng Bài,259,11
314,319,Phú Cường,508,11
315,320,Phường 3,488,33
316,321,Phường 7,481,33
317,322,Hải Cảng,494,5
318,323,Gia Vân,214,60
319,324,Hòa Hiệp Nam,336,50
320,325,Thạch Linh,231,45
321,326,Phường 15,489,33
322,327,Tân Lợi,72,40
323,328,Phước Long,414,43
324,329,Phường 6,73,41
325,330,Quốc Lộ 20,156,20
326,331,Hoàng Văn Thụ,35,24
327,332,Phường 2,481,33
328,333,Phố Mới,327,21
329,334,Ninh Hải,423,43
330,335,Bắc Sơn,299,48
331,336,Phước Diêm,425,17
332,337,Phường 12,61,33
333,338,Thị Nại,494,5
334,339,Nam Bình,420,60
335,340,Tiên Lãng,609,3
336,341,Hoàng Phi Yến,134,15
337,342,Thổ Quan,259,11
338,343,Mỹ Bình,344,6
339,344,Phường 22,63,33
340,345,Bắc Lý,192,12
341,346,Đồng Phong,416,60
342,347,Phú Thọ,596,22
343,348,Máy Tơ,411,3
344,349,Mậu Thân,424,38
345,350,Đồng Tiến,133,10
346,351,Quang Phú,192,12
347,352,Trung Đô,667,7
348,353,Mỹ Xuân,549,15
349,354,Cam Nghĩa,81,43
350,355,Thị trấn Diễn Châu,147,7
351,356,Nghi Phú,667,7
352,357,Hàng Bông,259,11
353,358,Tỉnh Lộ 942,125,6
354,359,Kim Tân,327,21
355,360,Tăng Nhơn Phú B,487,33
356,361,Xuân Quan,654,8
357,362,Hàng Mã,259,11
358,363,Phường 9,481,33
359,364,Lộc Trì,441,1
360,365,Đội Cấn,259,11
361,366,Tứ Liên,557,11
362,367,Hạ Lý,270,3
363,368,Diễn Trung,147,7
364,369,Lê Mao,667,7
365,370,Trúc Bạch,15,11
366,371,Đồng Tiến,316,48
367,372,Thành Công,259,11
368,373,Phường 1,638,58
369,374,Hiệp Thành,596,22
370,375,Cầu Đất,411,3
371,376,Minh Khai,270,3
372,377,Sài Đồng,337,11
373,378,Tản Lĩnh,19,11
374,379,Đông Hương,574,16
375,380,Kỳ Trinh,315,45
376,381,Trương Quang Trọng,523,13
377,382,Giàng Tả Chải - Tả Van,503,21
378,383,Đông Thọ,574,16
379,384,Lê Lợi,667,7
380,385,Phạm Hùng,134,15
381,386,Ngọc Thanh,460,39
382,387,Phường 9,61,33
383,388,Thống Nhất,72,40
384,389,Tân Bình,243,23
385,390,Nghi Thuận,402,7
386,391,Quang Trung,270,3
387,392,Vân Giang,420,60
388,393,Thanh Khê,575,50
389,394,Thị trấn Cô Tô,133,10
390,395,Nghi Thu,142,7
391,396,Đt 2,299,48
392,397,Bình Hưng,244,23
393,398,Phú Dương,451,1
394,399,Phương Mai,259,11
395,400,Dịch Vọng,101,11
396,401,Khương Trung,582,11
397,402,Hàng Đào,259,11
398,403,Quang Trung,259,11
399,404,An Cựu,275,1
400,405,Phường 9,443,33
401,406,Hưng Trạch,66,12
402,407,Phường 1,483,33
403,408,Phúc Tân,259,11
404,409,Hữu Nghị,253,48
405,410,Nại Hiên Đông,524,50
406,411,Định Hòa,596,22
407,412,Krông Na,70,40
408,413,Xuân Phổ,403,45
409,414,Quảng Cư,505,16
410,415,Hòa Ninh,255,50
411,416,Hương Lộ 21,440,58
412,417,An Hội,424,38
413,418,Hòa Khánh Bắc,336,50
414,419,Nguyễn Thị Minh Khai,134,15
415,420,Vĩnh Ninh,596,22
416,421,Đa Kao,479,33
417,422,Liên Bảo,680,39
418,423,Xuân Đám,89,3
419,424,Chợ Dừa,259,11
420,425,Tân Định,479,33
421,426,Lê Văn Việt,134,15
422,427,Tả Phìn,503,21
423,428,Phường 4,481,33
424,429,Nà Phòn,355,48
425,430,Chiến Khu Minh Đạm,173,15
426,431,Phúc Xá,259,11
427,432,Phường 11,155,20
428,433,Nghĩa Tân,101,11
429,434,Phường 3,23,18
430,435,Đông Vệ,574,16
431,436,Phường 5,481,33
432,437,Unnamed,245,23
433,438,Trung Sơn Trầm,521,11
434,439,Kỳ Thịnh,315,45
435,440,Thị trấn Bắc Hà,36,21
436,441,Tứ Minh,239,34
437,442,Phường 1,186,44
438,443,Cẩm Phúc,97,45
439,444,Unnamed,516,24
440,445,Thanh Bình,177,57
441,446,Quan Hoa,101,11
442,447,Hà Lĩnh,232,16
443,448,Chương Dương,259,11
444,449,Đồng Mỹ,192,12
445,450,Cửa Việt,218,44
446,451,Hiệp Bình Phước,597,33
447,452,Tiền Phong,476,10
448,453,Vĩnh Phước,414,43
449,454,Thị trấn Vĩnh Tường,679,39
450,455,Pháo Đài,230,2
451,456,Thanh Xuân,508,11
452,457,Tỉnh Lộ 12b,299,48
453,458,Unnamed,446,2
454,459,Vĩnh Phúc,259,11
455,460,Thị trấn Cái Rồng,660,10
456,461,Nghĩa Đô,259,11
457,462,Cẩm Thanh,269,28
458,463,Thị trấn Thịnh Long,241,61
459,464,Ninh Ích,423,43
460,465,Thị trấn Quang Minh,65,39
461,466,Cầu Kho,479,33
462,467,Duyên Hải,327,21
463,468,Cổ Đông,564,11
464,469,Thủy Biều,275,1
465,470,Tân Hà,642,53
466,471,Đông Khê,411,3
467,472,Gành Dầu,446,2
468,473,Định Công,260,11
469,474,Giáp Bát,260,11
470,475,Bình Hưng,52,33
471,476,Phường 8,61,33
472,477,Phường 5,226,33
473,478,Trần Hưng Đạo,446,2
474,479,Vĩnh Trại,326,27
475,480,Phường 5,638,58
476,481,Xuân Khánh,424,38
477,482,Thị trấn Chúc Sơn,131,11
478,483,Thị trấn Lao Bảo,283,44
479,484,Trại Cau,334,3
480,485,Mỹ Thạnh An,49,14
481,486,Lái Thiêu,599,22
482,487,Mân Thái,524,50
483,488,Hùng Vương,270,3
484,489,Điện Biên,259,11
485,490,Thanh Nhàn,259,11
486,491,Ngọc Hiệp,414,43
487,492,Thới Bình,424,38
488,493,Phường 7,443,33
489,494,Thuận Thành,275,1
490,495,Kiêu Kỵ,211,11
491,496,Long Hòa,98,31
492,497,Vân Hòa,19,11
493,498,Nguyễn Văn Linh,134,15
494,499,Tân Phong,322,62
495,500,Lê Duẩn,134,15
496,501,Cát Linh,259,11
497,502,Triệu Thành,629,44
498,503,Bình Chuẩn,42,22
499,504,Thụy Khuê,259,11
500,505,Thị trấn Phú Lộc,441,1
501,506,Sapa Quậnlao Cai Province,6,5
502,507,Phường 2,29,20
503,508,Mỹ Thạnh,344,6
504,509,Phường 1,440,58
505,510,Chu Van Anhue,275,1
506,511,Thống Nhất,306,56
507,512,Nghĩa Đô,101,11
508,513,Phú Thượng,557,11
509,514,Bui Thi Xuan St Quận 1ho Chi Minh City,138,33
510,515,Cổ Nhuế 1,394,11
511,516,Phường 4,686,15
512,517,Tran Phuhai Chauda Nang City,238,50
513,518,Phú Hội,667,7
514,519,Hùng Vương,275,1
515,520,Hiệp Bình Chánh,597,33
516,521,Phường 1,61,33
517,522,Tây Thạnh,545,33
518,523,Phan Bội Châuđà Lạt,155,20
519,524,Máy Tơ,270,3
520,525,Gia Thụy,337,11
521,526,Unnamed,134,15
522,527,Trường An,275,1
523,528,Nguyen Van Cuhue,275,1
524,529,Hang Hanh Str Hoan Kiem Dist Hanoi,259,11
525,530,Nha Trangkhanh Khoa,414,43
526,531,Trung Liệt,259,11
527,532,Nguyễn Thị Minh Khai,479,33
528,533,Bưởi,557,11
529,534,Tân Phong,74,42
530,535,Pham Van Dongda Nang,524,50
531,536,Phường 8,638,58
532,537,Đống Đa,494,5
533,538,Ly Tu Trong St Dist 1ho Chi Minh City,138,33
534,539,Quan Hoa,259,11
535,540,Phường 6,226,33
536,541,Hoàng Văn Thụ,260,11
537,542,Phường 25,63,33
538,543,Diên Hồng,466,4
539,544,Hà Nội,259,11
540,545,Linh Đông,597,33
541,546,Nguyen Huu Huan Old Quarterhoan Kiem Quậnhanoi,259,11
542,547,An Phú,480,33
543,548,Thanh Xương,175,57
544,549,Sở Dầu,270,3
545,550,Hoang Dieu Sapa Townlao Cai Province,174,28
546,551,Doan Tran Nghiep St,259,11
547,552,Phường 15,483,33
548,553,An Phú Đông,490,33
549,554,Hưng Phú,78,38
550,555,Yên Hoà,101,11
551,556,Phú Hội,382,42
552,557,Phường 12,484,33
553,558,Cát Dài,334,3
554,559,Nghĩa Đô,15,11
555,560,Nguyen Tat Thanh Hoi An Town,269,28
556,561,Trần Quang Khải,275,1
557,562,Hàng Bè,259,11
558,563,Nguyễn Văn Linh,173,15
559,564,Tran Quoc Toan Hoi An Cityquang Nam Province,269,28
560,565,Phường 2,443,33
561,566,Phường 3,226,33
562,567,Phước Vĩnh,275,1
563,568,Phú Điền,544,32
564,569,Chợ Dừa,198,11
565,570,Vĩnh Mỹ,104,6
566,571,Minh Châu,660,10
567,572,Cam Lập,81,43
568,573,Pham Ngu Lao Hue City,275,1
569,574,Nguyen Thien Thuat Nhatrang,414,43
570,575,Nha Trang,414,43
571,576,Muong Hoalao Cai Provincesapa,503,21
572,577,Huế,275,1
573,578,Hội Thương,466,4
574,579,Phường 3,481,33
575,580,Văn Chương,259,11
576,581,Phường 5,489,33
577,582,Hòa Khánh,76,42
578,583,Nguyen Van Hà Nội,227,11
579,584,Gia Luận,89,3
580,585,Yên Phụ,15,11
581,586,Phan Thiết,244,23
582,587,Phường 4,486,33
583,588,Phường 2,488,33
584,589,Ngô Thì Nhậm,259,11
585,591,Nam Ngạn,574,16
586,592,Biet Thunha Trang,480,33
587,593,Le Hong Ngho-chi-minh-stadt,138,33
588,594,Phong Hiền,434,1
589,595,Nguyễn Cư Trinh,483,33
590,596,N Tra - Dien Ngoc Coastal Hoa Hai Wardngu Hanh N Quậndanang,238,50
591,597,No 15 Hang Hanh Hoan Kiem Quậnhanoi,259,11
592,598,Phú Thọ Hoà,545,33
593,599,Đạo Thạnh,382,42
594,600,Vũng Tàu - Côn Đảo,686,15
595,601,Bắc Hà,231,45
596,602,Hoàng Liệt,260,11
597,603,Cẩm Lệ,238,50
598,604,Khâm Thiên,259,11
599,605,Phường 3,483,33
600,606,Thị trấn Đăk Hà,165,56
601,607,Mai Đình,508,11
602,608,Sangkat Prey Thum,367,13
603,609,Mỹ Khánh,435,38
604,610,Phương Liên,259,11
605,611,Tam Tiến,429,28
606,612,Đại Đình,159,55
607,613,Vĩnh Ninh,239,34
608,614,Bạch Đằng,259,11
609,615,Tân Kiểng,485,33
610,616,Tân Quý,545,33
611,617,Phường 2,483,33
612,618,Hồng Hải,235,10
613,619,Phường 13,482,33
614,620,Yết Kiêu,235,10
615,621,Gung Ré,144,20
616,622,Giang Điền,624,32
617,623,Phường 12,482,33
618,624,Unnamed,367,13
619,625,Phường 17,226,33
620,626,Samraong,367,13
621,627,Vũ Ninh,39,26
622,628,An Bình,339,37
623,629,An Đông,275,1
624,630,Yên Thái,259,11
625,631,P Lào Cai,327,21
626,632,Hòa Thắng,34,23
627,633,Bồng Sơn,258,5
628,634,Cổ Đông,521,11
629,635,Sangkat Kaeb,367,13
630,636,Nam Thành,420,60
631,637,Thị trấn Thanh Thủy,580,49
632,638,Cẩm Hà,269,28
633,639,Phường 5,52,33
634,640,Chánh Phú Hòa,46,22
635,641,Bình Thuận,485,33
636,642,Phường 11,226,33
637,643,Nghĩa Tân,394,11
638,644,Phú Hội,278,8
639,645,Võ Cường,39,26
640,646,Việt Hòa,239,34
641,647,Chợ Dừa,330,20
642,648,Thanh Bình,239,34
643,649,Unnamed,230,2
644,650,Phường 13,488,33
645,651,Bình Mỹ,138,33
646,652,An Nghiệp,424,38
647,653,Trung Hoà,582,11
648,654,An Khánh,108,14
649,655,Phú Thượng,451,1
650,656,Thị trấn Diêu Trì,640,5
651,657,Vĩnh Lạc,501,2
652,658,Unnamed,705,7
653,659,Vĩnh Ngọc,414,43
654,660,Tổ 22 Khu Phố7,490,33
655,661,Tân Chánh Hiệp,490,33
656,662,Phan Đình Phùng,567,55
657,663,Đông Hòa Hiệp,76,42
658,664,Thị trấn Mỏ Cày,365,14
659,665,Trường Thạnh,487,33
660,666,Thông Nguyên,263,25
661,667,Thị trấn Cần Đước,98,31
662,668,An Bình,424,38
663,669,Phường 15,61,33
664,670,Vạn Thắng,414,43
665,671,Bavet,367,13
666,672,Phú Thứ,78,38
667,673,Thân Đức Luận,35,24
668,674,Tân Thạch,108,14
669,675,Hồng Hà,235,10
670,676,Kim Mã,259,11
671,677,Thị trấn Phố Châu,280,45
672,678,Phường 14,63,33
673,679,Phường 9,226,33
674,680,Hàm Ninh,446,2
675,682,Bửu Hòa,50,32
676,683,National 2,367,13
677,684,Hướng Đạo,526,39
678,685,Sangkat Romonea,367,13
679,686,Phú Hội,63,33
680,687,Hòa Thuận,530,28
681,688,Phường 11,483,33
682,689,Đạ Nhim,319,20
683,690,Nhơn Phú,494,5
684,691,Phường 14,481,33
685,692,Bình Trị Đông B,61,33
686,693,Thị trấn Ma Đa Gui,156,20
687,694,Phường 8,226,33
688,696,Sangkat Kh Dom,367,13
689,697,Vũ Văn Dũng,239,34
690,698,Mỹ Đình 1,394,11
691,699,Lộc Ninh,192,12
692,700,Ba Láng,78,38
693,701,Phường 8,481,33
694,702,Phường 7,489,33
695,703,Phú Hòa,596,22
696,704,Tân Tạo,61,33
697,705,Tân Hưng Thuận,490,33
698,706,Phường 12,63,33
699,707,Tân Thuận,245,23
700,708,Trung Kiên,593,38
701,709,Nhơn Thạnh,49,14
702,710,Phong Phú,52,33
703,711,Phường 3,61,33
704,712,Đằng Giang,411,3
705,713,Phường 8,483,33
706,714,Phú Thuận,485,33
707,715,Phường 6,489,33
708,716,An Mỹ,530,28
709,717,Phú Khương,49,14
710,718,Đồng Phú,339,37
711,719,Bảo Yên,580,49
712,720,Ngọc Lâm,337,11
713,721,Phú Hội,20,15
714,722,Lộc An,684,61
715,723,An Biên,334,3
716,724,Phường 7,488,33
717,725,Nghi Yên,402,7
718,726,Phường 2,86,47
719,727,Đông Thành,420,60
720,728,Phường 1,486,33
721,729,Hương Hà,282,1
722,730,Trà An,64,38
723,731,Tân Quy,485,33
724,732,Kim Chung,184,11
725,733,Bãi Thơm,446,2
726,734,An Phước,343,32
727,735,Phú Túc,108,14
728,736,Bình Phú,74,42
729,737,Ngọc Hà,259,11
730,738,Dịch Vọng Hậu,394,11
731,739,Gia Trấn,214,60
732,740,Phường 14,61,33
733,741,Phường 3,443,33
734,742,Vĩnh Lộc B,52,33
735,743,Ngô Mây,494,5
736,744,Thị trấn An Thới,446,2
737,745,Đằng Lâm,237,3
738,746,Phường 11,481,33
739,747,Phú Hội,673,37
740,748,Mai Hịch,355,48
741,749,Phước Vĩnh,567,55
742,750,Thường Thạnh,78,38
743,751,Tân Thuận Tây,485,33
744,752,An Hòa,501,2
745,753,Cai Lậy,74,42
746,754,Thuận Giao,599,22
747,755,Đông Ngàn,645,26
748,756,Thị trấn Khe Sanh,283,44
749,757,Bạch Mai,259,11
750,759,Phong Xuân,434,1
751,760,Phường 11,484,33
752,761,P Dĩ An,145,22
753,762,Tân Hiệp,50,32
754,763,Phú Hội,638,58
755,764,Tân Tiến,3,3
756,765,Vĩnh Thanh Vân,501,2
757,767,Phú Mỹ,549,15
758,768,Bồ Đề,337,11
759,769,Sơn Đông,521,11
760,770,Phường 4,86,47
761,771,Loan Mỹ,525,37
762,772,Phước Kiển,415,33
763,773,Phước Hòa,414,43
764,774,Tân Dương,604,3
765,775,Bù Gia Mập,69,35
766,776,Phường 7,483,33
767,777,Tỉnh Lộ 354,609,3
768,778,Châu Phú B,9,6
769,779,Võng La,184,11
770,780,Hòa Bắc,255,50
771,781,Trường Yên,250,60
772,782,Thị trấn Thiên Tôn,250,60
773,783,Thống Nhất,50,32
774,784,Phường 3,63,33
775,785,Phường 15,488,33
776,786,Mỹ Thạnh,220,14
777,787,Thịnh Quang,259,11
778,788,An Hòa,424,38
779,789,Phường 6,61,33
780,790,Nguyệt Hóa,116,46
781,791,Ninh Nhất,420,60
782,792,Ninh Phong,420,60
783,793,Minh Quang,19,11
784,794,Phương Sài,414,43
785,795,Hoàng Văn Thụ,326,27
786,796,Thanh Xuân Trung,582,11
787,797,An Thới,64,38
788,798,Hiệp Thành,490,33
789,799,Phường 19,63,33
790,800,Nguyễn Tất Thành,638,58
791,801,Phường 26,63,33
792,802,Phường 2,49,14
793,803,Bến Thủy,667,7
794,804,Ngô Gia Tự,35,24
795,805,Tam Đại,444,28
796,806,An Thạnh,599,22
797,807,Hưng Phúc,667,7
798,808,Nguyễn Huệ,463,35
799,809,Bông Trang,690,15
800,810,Trần Hưng Đạo,494,5
801,811,Nam Cát Tiên,206,20
802,812,Hạ Đình,582,11
803,813,Trần Hưng Đạo,523,13
804,814,Thị trấn Tân Phú,544,32
805,815,Phước Hòa,530,28
806,816,Ninh Xuân,250,60
807,817,Hồ Xuân Hương,412,50
808,818,Vỹ Dạ,451,1
809,819,Tương Bình Hiệp,596,22
810,820,Phường 14,483,33
811,821,Thanh Sơn,432,17
812,822,Nhật Tân,557,11
813,823,Bạch Đằng,609,3
814,824,Phường 2,509,52
815,825,Yên Bài,19,11
816,826,Tấn Tài,432,17
817,827,Phường 10,686,15
818,828,Phường 3,484,33
819,829,Phường 2,486,33
820,830,Lộc An,173,15
821,831,Nguyễn An Ninh,134,15
822,832,Phường 3,558,30
823,833,Bản Khoang,503,21
824,834,Trà Nóc,64,38
825,835,Lộc Tiến,29,20
826,836,Trần Hưng Đạo,235,10
827,837,Phú Hội,155,20
828,838,Mỹ Phước,46,22
829,839,Ngọc Thụy,337,11
830,840,P Long Biên,337,11
831,841,Phường 1,662,51
832,842,Trung Chải,503,21
