,id,min_price_domain
3087,43212,-1
3088,43218,150000
3089,43219,210000
3090,43221,220000
3091,43222,320000
3092,43223,120000
3093,43226,108000
3094,43227,220000
3095,43228,100000
3096,43229,220000
3097,43230,159921
3098,43231,159921
3099,43236,-1
3100,43237,-1
3101,43238,300000
3102,43244,222000
3103,44284,140000
3104,44781,275065
3105,44785,60000
3106,44786,80000
3107,44809,81600
3108,44810,100000
3109,44811,159921
3110,44990,60000
3111,44991,80000
3112,46011,90390
3113,46064,101299
3114,46137,588745
3115,46157,116883
3116,46158,110390
3117,46289,194805
3118,46322,-1
3119,46470,210389
3120,46523,233766
3121,46547,46753
3122,46633,173160
3123,46637,74636
3124,46809,327272
3125,46832,95000
3126,47010,77922
3127,47060,-1
3128,47117,70130
3129,47251,93506
3130,47365,79654
3131,47526,82800
3132,47595,95238
3133,3539,1082251
3134,3618,487847
3135,3648,590961
3136,4767,449100
3137,7990,279000
3138,7993,649351
3139,7997,458874
3140,8000,487847
3141,8954,952381
3142,22760,644400
3143,22790,434609
3144,23162,638656
3145,42704,989999
3146,42705,800000
3147,42706,728970
3148,42708,1075325
3149,42709,451528
3150,42711,1086957
3151,42714,913545
3152,42716,449100
3153,42718,-1
3154,42719,600000
3155,42720,709091
3156,42723,806494
3157,42724,644400
3158,42725,458961
3159,42726,744000
3160,42729,757764
3161,42730,-1
3162,42732,545455
3163,42733,-1
3164,42736,478355
3165,42738,478355
3166,42739,1714286
3167,42741,-1
3168,44312,522000
3169,44313,720000
3170,44796,-1
3171,44797,499000
3172,45841,623377
3173,46244,1089688
3174,46420,190465
3175,46665,541126
3176,46679,311688
3177,46960,-1
3178,47229,272727
3179,47239,303896
3180,231,602191
3181,403,1688312
3182,3134,343636
3183,3687,346320
3184,4657,-1
3185,4809,-1
3186,6129,90000
3187,8114,641235
3188,22116,437000
3189,22503,132300
3190,23545,602191
3191,42868,216450
3192,42870,272727
3193,42871,225974
3194,42872,-1
3195,42874,572727
3196,42876,-1
3197,42879,787879
3198,42880,136364
3199,42881,184000
3200,42883,133636
3201,42884,209091
3202,42886,90000
3203,42888,130000
3204,42891,845000
3205,42892,550000
3206,42893,249470
3207,43289,370000
3208,43294,300650
3209,44317,5000000
3210,44318,284545
3211,44319,1363636
3212,44320,236844
3213,46098,389610
3214,46472,-1
3215,46950,296104
3216,46993,199221
3217,54,853714
3218,254,703030
3219,257,455758
3220,362,285714
3221,431,632035
3222,453,606771
3223,459,289250
3224,511,-1
3225,531,557600
3226,570,548835
3227,634,428571
3228,638,432900
3229,832,289250
3230,837,467533
3231,926,311688
3232,940,-1
3233,1033,242424
3234,1098,896104
3235,1116,363636
3236,1121,5000000
3237,1266,746494
3238,1290,597403
3239,1340,738819
3240,1474,562771
3241,1751,519481
3242,1758,372294
3243,1879,334000
3244,1996,10000000
3245,2062,216450
3246,2150,510823
3247,2303,-1
3248,2448,320260
3249,2722,720000
3250,2745,761905
3251,2913,187013
3252,2947,259740
3253,3142,427700
3254,3339,249470
3255,3387,300300
3256,3444,346320
3257,3499,5000000
3258,3690,427700
3259,3749,-1
3260,3876,227272
3261,4002,199134
3262,4067,896104
3263,4175,414819
3264,4275,-1
3265,4285,181820
3266,4500,595238
3267,4607,85000
3268,4610,300000
3269,4614,-1
3270,4618,218182
3271,4740,136364
3272,4957,467533
3273,5117,296298
3274,5122,1036364
3275,5139,720000
3276,5200,7000000
3277,6026,427200
3278,6171,216450
3279,6236,432900
3280,6589,788609
3281,7621,646753
3282,8053,107143
3283,8064,297600
3284,8074,495238
3285,8078,1036364
3286,8895,662204
3287,8899,346320
3288,8909,467914
3289,8912,-1
3290,9721,1020715
3291,9927,-1
3292,9954,-1
3293,9966,1020715
3294,21580,282000
3295,21644,5000000
3296,21693,350000
3297,21848,199134
3298,21896,216450
3299,22190,310250
3300,22210,10000000
3301,22256,334000
3302,22767,896104
3303,22805,361200
3304,22917,414819
3305,22963,199134
3306,23021,242424
3307,23024,939394
3308,23080,-1
3309,23476,242424
3310,23550,-1
3311,23586,270000
3312,23607,10000000
3313,23702,5000000
3314,23704,216450
3315,23766,-1
3316,42029,-1
3317,42030,619999
3318,42031,337000
3319,42032,236652
3320,42033,379999
3321,42034,117000
3322,42035,2272727
3323,42036,216450
3324,42037,300000
3325,42038,333818
3326,42039,90909
3327,42040,242424
3328,42041,259740
3329,42042,-1
3330,42043,81818
3331,42047,205000
3332,42051,10000000
3333,42052,214969
3334,42053,173160
3335,42056,300000
3336,42057,164502
3337,42058,93506
3338,42059,266400
3339,42060,335000
3340,42062,204545
3341,42063,125455
3342,42065,183600
3343,42067,-1
3344,42070,47137
3345,42072,250000
3346,42076,268159
3347,42077,350000
3348,42078,272727
3349,42079,240000
3350,42080,116883
3351,42081,590000
3352,42082,350000
3353,42083,-1
3354,42086,290909
3355,42087,562771
3356,42089,246136
3357,42090,250000
3358,42093,-1
3359,42094,220000
3360,42096,-1
3361,42099,-1
3362,42102,294118
3363,42104,949050
3364,42105,736710
3365,42106,200000
3366,42108,477273
3367,42111,204545
3368,42112,1270000
3369,42113,481000
3370,42116,-1
3371,42117,297600
3372,42118,315000
3373,42119,170000
3374,42122,-1
3375,42123,-1
3376,42126,-1
3377,42127,-1
3378,42129,259740
3379,42130,1090909
3380,42131,155844
3381,42133,800000
3382,42136,389610
3383,42139,414819
3384,42140,-1
3385,42141,400000
3386,42142,295455
3387,42144,399999
3388,42145,260000
3389,42146,227273
3390,42147,220000
3391,42148,200000
3392,42149,272727
3393,42151,85000
3394,42152,93506
3395,42156,294376
3396,42157,590000
3397,42158,229870
3398,44279,-1
3399,44280,769601
3400,44974,-1
3401,45976,155844
3402,46043,-1
3403,46154,-1
3404,46208,93506
3405,46265,280732
3406,46290,196970
3407,46455,119221
3408,46495,233766
3409,46535,545455
3410,46643,231818
3411,46683,227272
3412,46731,233766
3413,46885,154286
3414,46893,179221
3415,46957,531342
3416,47006,229870
3417,47152,272727
3418,47199,311688
3419,47227,159200
3420,47389,-1
3421,47485,140260
3422,47533,831169
3423,893,740260
3424,1238,782653
3425,1446,1647100
3426,1510,563636
3427,2061,454545
3428,2127,1500000
3429,2754,782653
3430,4086,1500000
3431,5019,1247059
3432,22301,372294
3433,23173,363636
3434,23419,585000
3435,23580,503377
3436,42507,875499
3437,42511,-1
3438,42512,-1
3439,42516,1736315
3440,42518,2673800
3441,42519,1736315
3442,42521,1647100
3443,42523,503377
3444,42525,1736315
3445,42527,1736315
3446,42530,1736315
3447,42531,1736315
3448,42532,1079545
3449,42533,1736315
3450,42761,663507
3451,42763,789091
3452,42764,310823
3453,42765,600000
3454,42766,-1
3455,42768,813913
3456,42769,370000
3457,42770,156522
3458,42772,272727
3459,42774,584416
3460,42775,346320
3461,42776,727273
3462,42778,1840909
3463,42779,3600000
3464,42780,590909
3465,42781,-1
3466,42782,2272727
3467,42783,869565
3468,42784,3636364
3469,42785,740260
3470,42786,4500000
3471,42787,692641
3472,42788,4040404
3473,42789,740260
3474,42791,740260
3475,42792,156522
3476,42793,740260
3477,44792,1736315
3478,45809,900000
3479,45813,695454
3480,46041,-1
3481,46812,233766
3482,46839,-1
3483,47259,602597
3484,47578,740260
3485,47581,947988
3486,404,510000
3487,504,577992
3488,1065,928308
3489,1111,401732
3490,1198,-1
3491,4043,376763
3492,5684,470000
3493,21705,-1
3494,22714,1714286
3495,29387,928308
3496,42546,311688
3497,42552,159660
3498,42555,251175
3499,42561,250800
3500,42565,275880
3501,42578,220000
3502,42583,276000
3503,44298,215000
3504,45177,401732
3505,45266,430000
3506,8851,9000000
3507,8852,190476
3508,8855,540000
3509,8860,145455
3510,21647,1238961
3511,22669,346320
3512,22879,311112
3513,43001,500000
3514,43002,227273
3515,43003,896104
3516,43005,636364
3517,43006,-1
3518,44327,948600
3519,563,380952
3520,1006,428571
3521,2627,272294
3522,2916,259740
3523,3025,732468
3524,3307,432900
3525,3450,346320
3526,3491,354450
3527,4211,272294
3528,4238,718300
3529,4377,241558
3530,4429,4315706
3531,4491,260000
3532,4630,-1
3533,5036,718300
3534,5726,1728000
3535,5988,781342
3536,7827,837000
3537,8040,578000
3538,8136,1280000
3539,8710,4315706
3540,8717,329004
3541,8718,807792
3542,8740,1363636
3543,8972,346320
3544,22335,227273
3545,22355,781342
3546,23191,241558
3547,42698,750000
3548,42699,389610
3549,42700,727273
3550,42702,153636
3551,42703,270000
3552,42895,779221
3553,42897,779221
3554,47427,194805
3555,217,726784
3556,441,709091
3557,503,831169
3558,850,948484
3559,1654,1061039
3560,3208,423455
3561,3608,935000
3562,4291,428571
3563,8317,122778
3564,8319,129870
3565,8323,-1
3566,21638,72727
3567,21860,101299
3568,21965,101299
3569,22059,101299
3570,22240,211978
3571,22253,210000
3572,22358,103896
3573,22575,155844
3574,22638,101299
3575,22810,529411
3576,22862,54545
3577,22864,101299
3578,23144,109091
3579,23676,416000
3580,23768,529411
3581,42472,1131158
3582,42473,90909
3583,42474,925507
3584,42475,1405905
3585,42476,519737
3586,42477,112857
3587,42478,199576
3588,42479,277056
3589,42481,200000
3590,42483,250000
3591,42484,101299
3592,42485,211978
3593,42486,227273
3594,42487,250000
3595,42488,117391
3596,42489,-1
3597,42490,147500
3598,42491,400000
3599,42492,423455
3600,42494,113636
3601,42497,139905
3602,42498,1626545
3603,42499,186300
3604,42501,409091
3605,42502,348000
3606,42503,-1
3607,42505,-1
3608,43273,1500000
3609,43276,4000000
3610,44296,54545
3611,44790,250000
3612,45945,103896
3613,46904,227273
3614,47075,140260
3615,47545,428571
3616,47551,623377
3617,718,664935
3618,4407,346320
3619,6385,692641
3620,6788,432900
3621,7326,236364
3622,8085,346320
3623,8086,-1
3624,21652,173160
3625,22326,259740
3626,22416,-1
3627,22999,200000
3628,23105,173160
3629,23253,311688
3630,43033,179221
3631,43034,428571
3632,43035,179000
3633,43036,179221
3634,43038,179000
3635,43039,189050
3636,43043,150000
3637,43045,179221
3638,43047,303030
3639,45900,272727
3640,163,722944
3641,223,509957
3642,419,259740
3643,745,520000
3644,800,735931
3645,1378,779545
3646,2177,245455
3647,4687,235498
3648,6411,779545
3649,6480,1069264
3650,23497,-1
3651,23498,280000
3652,23499,236364
3653,23500,-1
3654,23501,211500
3655,42378,727273
3656,42381,1380952
3657,42384,-1
3658,42385,173160
3659,42386,156818
3660,42388,95238
3661,42389,475325
3662,42390,232727
3663,42391,327273
3664,42392,174459
3665,42393,206061
3666,42394,2023951
3667,42395,1070009
3668,42396,220000
3669,42397,250000
3670,42398,297084
3671,42399,215758
3672,42400,214285
3673,42401,338000
3674,42402,163636
3675,42403,2252174
3676,42405,63636
3677,42406,324000
3678,42407,324000
3679,42408,-1
3680,42409,300000
3681,42413,225108
3682,42415,275000
3683,42416,174459
3684,42417,207792
3685,42419,227273
3686,42421,315000
3687,42422,299000
3688,42423,200000
3689,42425,287000
3690,42426,227273
3691,42428,159091
3692,42429,200000
3693,42430,60606
3694,42431,147186
3695,42432,7400000
3696,42433,270000
3697,42434,545455
3698,42435,250000
3699,42436,150000
3700,42437,280000
3701,42439,163636
3702,42443,218182
3703,42444,187000
3704,42445,840000
3705,42446,80000
3706,42448,1800000
3707,42449,500000
3708,42452,300000
3709,42453,320000
3710,42455,2000000
3711,42456,-1
3712,42459,270000
3713,42462,77922
3714,42465,-1
3715,42466,216000
3716,42467,160000
3717,42469,-1
3718,42470,270000
3719,42471,218182
3720,44295,250000
3721,44980,2000000
3722,44981,163636
3723,45195,340000
3724,45619,225108
3725,45792,329004
3726,46079,140260
3727,46184,300000
3728,46250,200000
3729,46286,-1
3730,46799,229870
3731,47367,630000
3732,47513,362250
3733,85,69264
3734,157,913160
3735,346,1032353
3736,499,726400
3737,666,650000
3738,881,2832312
3739,979,758543
3740,1157,1449500
3741,1172,450216
3742,2411,350649
3743,2546,500000
3744,2888,181818
3745,3001,303030
3746,3214,389610
3747,3561,259740
3748,3634,130563
3749,3685,424242
3750,3757,-1
3751,3789,-1
3752,3839,428871
3753,4000,866667
3754,4004,531818
3755,4248,870403
3756,4388,181739
3757,4485,744798
3758,4624,259740
3759,4678,277056
3760,4682,-1
3761,4717,-1
3762,4842,757576
3763,4930,389610
3764,5008,935065
3765,6101,866667
3766,6185,606061
3767,6231,-1
3768,6269,1155931
3769,6281,397403
3770,6319,218182
3771,6364,-1
3772,6641,389610
3773,6696,599000
3774,6862,130000
3775,6866,134199
3776,7363,300000
3777,7652,194805
3778,7653,155844
3779,8333,165195
3780,8575,670613
3781,8577,173160
3782,8578,1410007
3783,8579,125541
3784,8580,117000
3785,8581,400000
3786,8582,125541
3787,8583,216450
3788,8584,-1
3789,8585,112554
3790,8586,194805
3791,8941,493506
3792,8948,521000
3793,8951,112554
3794,9895,-1
3795,9932,456277
3796,21585,173160
3797,21859,112554
3798,21926,69264
3799,22027,277056
3800,22047,606061
3801,22333,117391
3802,22461,77922
3803,22660,-1
3804,22901,311688
3805,22969,521182
3806,22997,95238
3807,23032,300000
3808,23157,389610
3809,41796,190000
3810,41797,300000
3811,41798,110823
3812,41799,164502
3813,41800,399552
3814,41801,538721
3815,41802,278261
3816,41803,289498
3817,41804,253909
3818,41805,179221
3819,41806,519481
3820,41807,285714
3821,41808,562771
3822,41809,588745
3823,41811,200000
3824,41812,272727
3825,41813,-1
3826,41814,378701
3827,41815,545455
3828,41816,1000020
3829,41817,536957
3830,41819,346320
3831,41820,89610
3832,41822,220779
3833,41823,126360
3834,41824,112554
3835,41825,99567
3836,41827,653971
3837,41828,332468
3838,41829,121212
3839,41830,112554
3840,41831,399153
3841,41832,121558
3842,41834,116883
3843,41835,77922
3844,41837,325640
3845,41838,116883
3846,41839,106753
3847,41840,404040
3848,41841,988891
3849,41842,280000
3850,41844,415584
3851,41846,303030
3852,41848,288311
3853,41849,99567
3854,41850,288311
3855,41851,259740
3856,41852,360000
3857,41853,200000
3858,41854,95238
3859,41857,86580
3860,41858,277056
3861,41859,597403
3862,41862,391304
3863,41863,216617
3864,41865,216450
3865,41866,-1
3866,41867,353601
3867,41868,355235
3868,41869,303896
3869,41870,99567
3870,41871,450000
3871,41872,311688
3872,41874,106364
3873,41875,126360
3874,41876,519481
3875,41879,112554
3876,41880,116883
3877,41881,379000
3878,41882,356364
3879,41883,500000
3880,41884,272727
3881,41886,99567
3882,41887,90390
3883,41888,232987
3884,41889,110650
3885,41890,363636
3886,41891,194805
3887,41892,272727
3888,41893,458874
3889,41894,427792
3890,41895,358249
3891,41896,519481
3892,41897,270130
3893,41898,214285
3894,41899,250000
3895,41900,503880
3896,41904,347826
3897,41905,130435
3898,41906,329004
3899,41907,432727
3900,41908,125000
3901,41909,268182
3902,41910,450000
3903,41911,280000
3904,41913,117000
3905,41914,101299
3906,41915,545455
3907,41916,99567
3908,41917,104250
3909,41918,400000
3910,41919,363636
3911,41921,93506
3912,41923,208000
3913,41924,272727
3914,41926,489000
3915,41927,493506
3916,41929,1418182
3917,41931,95238
3918,41932,99567
3919,41933,428571
3920,41934,549384
3921,41935,235125
3922,41936,202500
3923,41937,272727
3924,41938,101299
3925,41939,116883
3926,41940,190000
3927,41941,109091
3928,41942,364004
3929,41945,200000
3930,41946,1038961
3931,41947,508794
3932,41948,250000
3933,41950,215280
3934,41951,300000
3935,41952,250000
3936,41953,165217
3937,41954,372294
3938,41955,345455
3939,41956,701299
3940,41958,288000
3941,41961,224091
3942,41962,-1
3943,41963,116883
3944,41964,332500
3945,41965,333200
3946,41966,172727
3947,41967,-1
3948,41968,-1
3949,41969,126360
3950,41970,194805
3951,41971,222727
3952,41972,121212
3953,41973,98182
3954,41974,259448
3955,41975,-1
3956,41976,300000
3957,41978,179221
3958,41979,777273
3959,41980,-1
3960,41981,-1
3961,41983,-1
3962,41984,493043
3963,41986,723745
3964,41987,530000
3965,41989,325714
3966,41990,521739
3967,41991,261818
3968,41992,116883
3969,41993,319480
3970,41994,-1
3971,41995,260870
3972,41996,-1
3973,41997,556364
3974,41998,272727
3975,41999,1560000
3976,42000,-1
3977,42001,207000
3978,42002,200000
3979,42005,-1
3980,42006,208636
3981,42008,544893
3982,42009,-1
3983,42010,-1
3984,42012,-1
3985,42013,126087
3986,42014,173913
3987,42017,130500
3988,42019,126360
3989,42020,300000
3990,42021,126360
3991,42022,126360
3992,42023,-1
3993,42024,538721
3994,43193,-1
3995,44272,560000
3996,44273,935065
3997,44277,179221
3998,44774,327272
3999,44775,194805
4000,44777,450000
4001,44778,-1
4002,44779,-1
4003,44973,180000
4004,45383,382500
4005,45864,180909
4006,45924,405195
4007,46012,390273
4008,46074,350000
4009,46112,399552
4010,46268,506494
4011,46288,225974
4012,46528,588745
4013,46732,243000
4014,46909,923377
4015,46974,377406
4016,46984,623377
4017,47376,441559
4018,47657,467533
4019,1076,562667
4020,1423,526407
4021,2963,807500
4022,3974,250000
4023,5113,865801
4024,6031,160000
4025,7113,770563
4026,9687,216450
4027,9786,794955
4028,21842,990000
4029,23034,145455
4030,23276,228936
4031,40278,-1
4032,40279,173160
4033,40282,370000
4034,40283,506494
4035,40284,198701
4036,40285,1558441
4037,40286,240000
4038,40287,160000
4039,40288,179100
4040,40290,233000
4041,40291,-1
4042,40295,216450
4043,40296,358441
4044,40298,150000
4045,40299,180000
4046,40302,150000
4047,40303,-1
4048,40314,288600
4049,40342,250000
4050,40343,-1
4051,40344,173160
4052,40346,422078
4053,40347,250000
4054,40349,272727
4055,40350,137500
4056,40351,173160
4057,40353,145455
4058,40355,200000
4059,40356,227273
4060,40357,272727
4061,40358,250000
4062,40359,311850
4063,40360,229870
4064,40361,272727
4065,40362,250000
4066,40368,250000
4067,40369,137500
4068,46735,313636
4069,47190,436364
4070,1043,-1
4071,1057,-1
4072,3817,-1
4073,4172,-1
4074,7323,1164108
4075,8030,1038961
4076,8041,323015
4077,42796,236364
4078,42798,158400
4079,42799,350649
4080,42802,1291136
4081,42805,235455
4082,42806,360000
4083,42807,122727
4084,42808,240000
4085,42811,1030000
4086,42813,126000
4087,42815,200000
4088,42816,472727
4089,42818,1254545
4090,42827,-1
4091,44799,-1
4092,1693,563293
4093,7069,519481
4094,8017,449048
4095,23622,606061
4096,43112,-1
4097,43114,509091
4098,43115,208334
4099,43116,-1
4100,22087,380952
4101,43048,138528
4102,43049,604348
4103,43050,-1
4104,43051,120143
4105,43052,2376000
4106,43053,247500
4107,43054,120000
4108,43055,272727
4109,43056,93506
4110,43057,-1
4111,43058,199134
4112,43059,-1
4113,43060,280519
4114,43062,227273
4115,43063,257143
4116,43065,-1
4117,43066,268831
4118,43069,116883
4119,43072,133364
4120,43073,80000
4121,43074,226364
4122,44805,202500
4123,45770,116883
4124,46191,454545
4125,47238,349773
4126,1246,1377023
4127,1385,960000
4128,1906,570625
4129,2154,652403
4130,2885,283500
4131,4219,239610
4132,4699,470000
4133,5075,1019048
4134,6672,259740
4135,8049,600000
4136,21596,1528022
4137,22224,434783
4138,22562,347826
4139,23639,801732
4140,41164,-1
4141,42944,542582
4142,42947,-1
4143,42948,952000
4144,42949,632500
4145,42950,449000
4146,42952,419717
4147,44325,552849
4148,46933,363636
4149,47019,350649
4150,43153,-1
4151,43155,-1
4152,1973,714286
4153,42934,-1
4154,42936,179221
4155,42937,-1
4156,42938,126000
4157,42940,-1
4158,42942,273913
4159,44324,90909
4160,45588,-1
4161,22701,1920924
4162,42899,765368
4163,42901,303030
4164,42903,405000
4165,42905,-1
4166,42906,1400000
4167,42908,109000
4168,42911,303030
4169,42917,100000
4170,42920,315000
4171,42923,304200
4172,44322,430000
4173,44323,312500
4174,46040,457000
4175,47519,509091
4176,43119,776517
4177,43120,277056
4178,43121,300000
4179,43122,776517
4180,43123,607792
4181,43124,261818
4182,43125,161935
4183,43126,149940
4184,43127,108225
4185,43128,-1
4186,43129,-1
4187,43130,-1
4188,47536,311688
4189,47571,327272
4190,42898,400000
4191,43171,549000
4192,43172,550000
4193,43177,191304
4194,43178,125217
4195,2122,16363636
4196,43146,135000
4197,43148,135000
4198,47446,257143
4199,22594,77922
4200,22993,77922
4201,29725,-1
4202,43133,792208
4203,43138,-1
4204,43139,-1
4205,43142,210000
4206,43295,399552
4207,43296,145455
4208,43298,80000
4209,681,1840000
4210,3220,687000
4211,4923,588000
4212,22821,779221
4213,22989,750000
4214,43081,430435
4215,43084,304348
4216,44331,391304
4217,45259,545473
4218,45442,961039
4219,2830,199134
4220,3801,173160
4221,4800,309345
4222,5204,181818
4223,5976,398268
4224,8134,285714
4225,8137,179532
4226,8141,272727
4227,8146,-1
4228,8752,121212
4229,22374,318182
4230,23043,318182
4231,42985,1012987
4232,42986,217391
4233,42987,254545
4234,42988,500000
4235,42989,209797
4236,42992,572727
4237,42994,950000
4238,42996,200000
4239,42998,-1
4240,42999,500000
4241,44803,-1
4242,44987,230000
4243,46856,1948052
4244,1272,656566
4245,1800,700000
4246,2133,606061
4247,3364,350000
4248,4270,-1
4249,6649,800000
4250,7115,648624
4251,7655,648624
4252,8695,398268
4253,21621,134199
4254,40329,118182
4255,40331,261000
4256,40333,180000
4257,40334,316030
4258,40336,809524
4259,40338,180000
4260,40339,145455
4261,47224,194805
4262,700,432900
4263,4594,709957
4264,42953,818182
4265,42954,865801
4266,42957,2597403
4267,42960,1000000
4268,42961,680000
4269,42963,260870
4270,42965,160000
4271,42967,185565
4272,42969,260870
4273,46740,1557576
4274,8877,363636
4275,45990,381818
4276,7970,271454
4277,7984,300000
4278,22108,345455
4279,22204,-1
4280,42970,488000
4281,42974,420000
4282,42976,392160
4283,42980,467533
4284,43188,600000
4285,46988,318182
4286,42834,779221
4287,42835,1090909
4288,42836,1002448
4289,44314,-1
4290,4092,-1
4291,6000,430000
4292,43102,330000
4293,43103,242424
4294,43105,600000
4295,43106,-1
4296,43107,508748
4297,46553,-1
4298,43157,757576
4299,43158,1004329
4300,43160,729999
4301,43161,270563
4302,45929,701299
4303,8750,517403
4304,40370,717172
4305,40371,227273
4306,40372,250000
4307,40373,217391
4308,43143,669999
4309,43145,96667
4310,46819,-1
4311,3012,495000
4312,3033,303030
4313,4343,662338
4314,5101,740909
4315,23776,519481
4316,42743,521567
4317,42744,563636
4318,42747,615151
4319,42748,345455
4320,42749,428571
4321,42750,550038
4322,42752,145000
4323,42755,272727
4324,42756,409091
4325,42757,286364
4326,42758,600000
4327,42760,514286
4328,43085,2536364
4329,234,303896
4330,6938,326797
4331,43087,209091
4332,43089,75000
4333,43090,129870
4334,43091,180000
4335,43092,300000
4336,43094,205714
4337,43095,226128
4338,43096,-1
4339,43097,242424
4340,43098,250000
4341,43100,180000
4342,43101,324545
4343,43261,180000
4344,44333,173160
4345,44334,180000
4346,44335,233766
4347,44806,250000
4348,46550,389610
4349,4492,848485
4350,22014,1080000
4351,43181,406761
4352,42,1267875
4353,49,290909
4354,75,378788
4355,93,-1
4356,126,259740
4357,142,-1
4358,162,12234230
4359,221,1400000
4360,294,416000
4361,335,548568
4362,375,175950
4363,380,2668000
4364,385,350649
4365,397,5575142
4366,402,2770563
4367,428,517749
4368,435,364286
4369,443,302932
4370,456,948605
4371,483,1356548
4372,524,501872
4373,551,470455
4374,557,364286
4375,577,756000
4376,603,2724000
4377,621,2309957
4378,674,108000
4379,683,-1
4380,716,-1
4381,728,2314728
4382,738,2716238
4383,751,300000
4384,816,-1
4385,836,373000
4386,888,623377
4387,927,387000
4388,948,519481
4389,973,808283
4390,1078,977925
4391,1079,350210
4392,1176,1421290
4393,1202,948026
4394,1300,1307125
4395,1343,1007143
4396,1433,216450
4397,1434,418001
4398,1564,1241371
4399,1706,555377
4400,1785,681039
4401,1845,2293265
4402,1869,593847
4403,1919,249000
4404,1949,1200000
4405,2105,-1
4406,2132,-1
4407,2169,-1
4408,2178,930633
4409,2234,403247
4410,2278,2710302
4411,2289,260000
4412,2290,398268
4413,2344,305352
4414,2366,537457
4415,2427,331364
4416,2445,795600
4417,2486,-1
4418,2592,429999
4419,2618,396538
4420,2680,-1
4421,2682,-1
4422,2747,-1
4423,2755,-1
4424,2807,320000
4425,2845,337662
4426,2863,770563
4427,2874,398268
4428,2879,432000
4429,2906,337662
4430,2954,103896
4431,2970,1047517
4432,2975,325500
4433,3009,827922
4434,3087,553826
4435,3129,2943723
4436,3152,354601
4437,3153,508658
4438,3161,470000
4439,3211,287896
4440,3215,251082
4441,3218,300000
4442,3270,326674
4443,3281,-1
4444,3306,519481
4445,3309,350649
4446,3314,344156
4447,3320,500000
4448,3344,415800
4449,3347,661659
4450,3394,-1
4451,3398,283500
4452,3431,367965
4453,3462,336785
4454,3513,279181
4455,3518,-1
4456,3628,389564
4457,3674,285714
4458,3681,932000
4459,3682,250000
4460,3733,-1
4461,3748,460000
4462,3785,379344
4463,3792,758539
4464,3796,263203
4465,3806,405000
4466,3808,498942
4467,3851,514800
4468,3884,298701
4469,3917,216450
4470,3920,389610
4471,3946,2090909
4472,3965,-1
4473,3998,338528
4474,4001,314242
4475,4016,334000
4476,4059,346320
4477,4062,900000
4478,4077,214200
4479,4159,173160
4480,4215,250000
4481,4247,178200
4482,4257,-1
4483,4278,-1
4484,4325,181818
4485,4399,691558
4486,4403,227273
4487,4454,559286
4488,4464,432900
4489,4494,606892
4490,4505,445455
4491,4543,749000
4492,4592,216450
4493,4620,-1
4494,4623,1251582
4495,4694,577922
4496,4721,448052
4497,4725,517500
4498,4739,565474
4499,4757,303030
4500,4783,363519
4501,4819,559286
4502,4847,95671
4503,4855,227386
4504,4905,667857
4505,4914,514985
4506,5035,210000
4507,5119,249351
4508,5127,311688
4509,5179,554476
4510,5227,212121
4511,5409,-1
4512,5755,742038
4513,5966,439694
4514,5970,299365
4515,6043,1062500
4516,6054,271925
4517,6070,679239
4518,6099,213636
4519,6105,-1
4520,6141,135675
4521,6276,740260
4522,6351,370000
4523,6433,346320
4524,6437,250000
4525,6472,-1
4526,6595,688500
4527,6617,172294
4528,6619,-1
4529,6624,767000
4530,6708,575956
4531,6709,420775
4532,6711,206061
4533,6821,415300
4534,6923,-1
4535,6970,303136
4536,6992,898992
4537,6996,-1
4538,7100,401732
4539,7101,548568
4540,7114,1203337
4541,7400,1085095
4542,7402,-1
4543,7613,622462
4544,7614,317891
4545,7615,300000
4546,7616,759233
4547,7618,-1
4548,7619,749160
4549,8604,385020
4550,8607,135000
4551,8608,2503950
4552,8609,1219380
4553,8610,1489732
4554,8611,469473
4555,8612,103896
4556,8614,779127
4557,8615,3102404
4558,8616,779221
4559,8617,692641
4560,8618,250000
4561,8619,172727
4562,8621,545455
4563,8623,627273
4564,8624,890612
4565,8625,136364
4566,8626,320000
4567,8627,584416
4568,8630,318182
4569,8631,259740
4570,8633,396000
4571,8634,-1
4572,8635,500000
4573,8637,438095
4574,8639,664589
4575,8640,539396
4576,8642,552000
4577,8643,500000
4578,8644,411765
4579,8646,318182
4580,8651,-1
4581,8655,343323
4582,8667,307508
4583,8671,420000
4584,8672,222727
4585,8673,-1
4586,8675,2597403
4587,8684,267750
4588,8685,-1
4589,8687,-1
4590,8959,259740
4591,8966,162078
4592,8967,324280
4593,8970,280000
4594,8974,400000
4595,8976,450000
4596,8977,216364
4597,8978,339869
4598,8985,259740
4599,8986,-1
4600,8987,449497
4601,8988,302165
4602,8989,303136
4603,8990,685714
4604,8993,578000
4605,8994,-1
4606,8995,346320
4607,8996,5018496
4608,8999,363636
4609,9054,512526
4610,9116,-1
4611,9134,517749
4612,9135,794995
4613,9175,578000
4614,9193,277056
4615,9194,653058
4616,9838,1200198
4617,9897,299365
4618,9899,1047517
4619,9900,508658
4620,9950,552587
4621,21606,646463
4622,21617,540000
4623,21626,385591
4624,21627,2954545
4625,21661,687051
4626,21688,247500
4627,21699,275005
4628,21702,265909
4629,21726,512273
4630,21741,806797
4631,21771,1186798
4632,21787,-1
4633,21828,442500
4634,21831,1060965
