,domain_hotel_id,min_price_update
978,1080919,270000
979,3000010025042,529500
980,547351,-1
981,12756674,-1
982,1000000529776,456750
983,20258299,6416104
984,1000000765035,8216565
985,5834843,3416739
986,28978148,-1
987,283719,-1
988,3000010031984,1588235
989,3000010025975,1102661
990,186695,821506
991,1781262,865801
992,43425,678788
993,334911,784000
994,3000010020897,882000
995,411852,779221
996,1000000766215,399153
997,42426581,311688
998,3000010026665,250000
999,9847385,-1
1000,45635162,1353506
1001,31948616,-1
1002,36439243,-1
1003,2411836,290000
1004,1032037,1998788
1005,3000010024607,1360000
1006,1485287,2308600
1007,2507447,430435
1008,3000020001169,562100
1009,39420741,506494
1010,1446427,495000
1011,41457201,-1
1012,21580224,-1
1013,9000000838387,2939013
1014,1148536,69264
1015,860255,865801
1016,3000010023914,900000
1017,1156989,-1
1018,3000020018538,400000
1019,29788888,-1
1020,29788888,-1
1021,3000010026665,250000
1022,20258299,6416104
1023,31948616,-1
1024,42426581,311688
1025,20356731,121212
1026,3000010026094,450000
1027,25784313,346320
1028,23924504,-1
1029,246215,-1
1030,1000000492875,1982395
1031,8778582,1687500
1032,804975,1548000
1033,28978148,-1
1034,1000000529776,456750
1035,33771872,-1
1036,1664965,277056
1037,2032483,320000
1038,1194911,9973333
1039,15895308,7327515
1040,1810645,9424800
1041,3000010026420,1129500
1042,34280549,-1
1043,5485309,765000
1044,2316448,251082
1045,36439243,-1
1046,2411836,290000
1047,9000000337931,648622
1048,49095190,2103896
1049,9000000809138,1862000
1050,6312317,1675800
1051,13895697,1612121
1052,1623935,256522
1053,3000010026094,450000
1054,2067804,265500
1055,42426581,311688
1056,1000000867105,2440821
1057,33771872,-1
1058,3000020007322,1000000
1059,25096288,839827
1060,44983926,-1
1061,22502878,311688
1062,5934609,340200
1063,3000010023914,900000
1064,532346,215217
1065,53201940,467533
1066,3000010023914,900000
1067,5934609,340200
1068,3000020018538,400000
1069,20356731,121212
1070,299330,-1
1071,400747,1082251
1072,20356731,121212
1073,3000010023914,900000
1074,20356731,121212
1075,1000000766215,399153
1076,2600458,175000
1077,3453067,396000
1078,3000020014970,419112
1079,2316448,251082
1080,2411836,290000
1081,3000010037623,10168800
1082,1000000867105,2440821
1083,6393486,1436364
1084,3000020019411,1659000
1085,33235976,1436364
1086,4353831,1493100
1087,30099570,-1
1088,16358410,779221
1089,3000010023914,900000
1090,271013,768109
1091,2918025,354545
1092,2729495,390000
1093,3000020002600,900000
1094,2654848,779221
1095,19803884,952381
1096,2649412,900000
1097,5662399,-1
1098,28878439,-1
1099,6427673,-1
1100,4321834,-1
1101,4659590,1341991
1102,23663659,1233766
1103,3254426,1395000
1104,3000020014986,1475000
1105,4861655,-1
1106,2394772,428571
1107,3000020013547,495000
1108,2434466,495000
1109,6253844,1176667
1110,3000020018618,1153845
1111,32735583,997402
1112,4342153,1209555
1113,2605862,440260
1114,2594663,565000
1115,5201911,525000
1116,18620799,799012
1117,2061581,720000
1118,2201377,800400
1119,5348126,-1
1120,3009732,432900
1121,2777918,450000
1122,13435337,-1
1123,9000000207402,500000
1124,3018177,264935
1125,2797810,243000
1126,7547764,4545455
1127,5826802,1045455
1128,3000020016600,950000
1129,25096288,839827
1130,5808865,-1
1131,6382659,217391
1132,4019030,250000
1133,22270591,1950000
1134,1000000839513,1450000
1135,3061050,1778700
1136,4518434,1540000
1137,4000000842928,359239
1138,19941265,311688
1139,2615735,306878
1140,2619209,319000
1141,6149567,300000
1142,9000000337261,399387
1143,38426655,346320
1144,4142686,300000
1145,4179484,300000
1146,6878941,654545
1147,4637125,720000
1148,5962219,-1
1149,5647453,478261
1150,3832001,550000
1151,4345529,360000
1152,6349407,311688
1153,1032037,1998788
1154,3000010024607,1360000
1155,1485287,2308600
1156,1594213,818182
1157,3000010025016,945000
1158,39030819,407533
1159,3000020015441,1100000
1160,5051143,470700
1161,5646568,4329004
1162,3512393,394805
1163,2815739,456000
1164,15843525,-1
1165,5687445,-1
1166,5314674,-1
1167,3276880,-1
1168,39151660,-1
1169,6534386,515152
1170,4583317,567000
1171,4574775,809091
1172,3148962,801000
1173,6853213,-1
1174,7222672,460870
1175,36703462,506494
1176,9000000170736,648622
1177,4940863,530000
1178,6381633,-1
1179,3795834,810390
1180,9000000400107,1175000
1181,2931801,936000
1182,7430261,318182
1183,4969674,350000
1184,4861648,961039
1185,303645,945000
1186,4063761,-1
1187,23143372,510823
1188,2707171,590000
1189,4000000879589,588749
1190,6899511,350000
1191,4718920,350000
1192,5945112,606061
1193,7464997,121739
1194,5052033,140000
1195,9827703,507936
1196,4656453,-1
1197,3612579,-1
1198,7482157,1222727
1199,5084004,1345000
1200,10297153,909091
1201,5242340,1200000
1202,9000000400107,1175000
1203,5170031,-1
1204,8129604,800000
1205,5015517,800000
1206,411852,779221
1207,1000000488528,9978828
1208,32005482,-1
1209,6381364,940000
1210,4014203,1034000
1211,5204124,-1
1212,8468734,-1
1213,9000000634450,588749
1214,40223804,459741
1215,5574701,290000
1216,4656451,-1
1217,4656486,-1
1218,12250086,-1
1219,303645,945000
1220,7482157,1222727
1221,39413723,-1
1222,1485287,2308600
1223,3000010024607,1360000
1224,6366486,-1
1225,27585449,712933
1226,3000020014622,315000
1227,5442796,409091
1228,3453067,396000
1229,9000000636488,452118
1230,5795958,865801
1231,16026981,-1
1232,2578296,1000000
1233,1000000718446,9649130
1234,3000010026665,250000
1235,29300094,389610
1236,4423059,150000
1237,1000000832614,702590
1238,22625518,545455
1239,3064213,140250
1240,2796636,108225
1241,33014233,-1
1242,4258955,300000
1243,30099570,-1
1244,31946897,-1
1245,3000010026665,250000
1246,2967179,562771
1247,2751103,650000
1248,2497374,-1
1249,3546216,102000
1250,27370212,-1
1251,22520277,-1
1252,3000010026665,250000
1253,5224183,315000
1254,1000001677918,209554
1255,32164195,519481
1256,2497374,-1
1257,32164195,519481
1258,1000001677918,209554
1259,4572823,233766
1260,3141900,243000
1261,25784313,346320
1262,3000020014919,400000
1263,42426581,311688
1264,3000010026665,250000
1265,9000000337931,648622
1266,39957967,584416
1267,6771567,260870
1268,4258955,300000
1269,32164195,519481
1270,1000001677918,209554
1271,2992124,173160
1272,2769503,200000
1273,2316448,251082
1274,3000020014622,315000
1275,36439243,-1
1276,2411836,290000
1277,5165143,363636
1278,3657014,400000
1279,7428132,104348
1280,4993429,120000
1281,2630693,782609
1282,2605451,900000
1283,3000020021348,9744000
1284,5859934,5890909
1285,3570777,5832000
1286,2805365,259740
1287,3141900,243000
1288,7022588,8050000
1289,4816464,-1
1290,44983926,-1
1291,9000000792427,13496364
1292,46516310,4478961
1293,6439616,200000
1294,53201940,467533
1295,3000010023914,900000
1296,6611999,1560000
1297,411852,779221
1298,1000000488528,9978828
1299,32005482,-1
1300,9000000639585,598729
1301,42426581,311688
1302,3000010026665,250000
1303,3000010026420,1129500
1304,2316448,251082
1305,6427673,-1
1306,4386550,700000
1307,6601733,-1
1308,9000000458940,480000
1309,1803827,415584
1310,42543162,374026
1311,2193798,449280
1312,3000010026665,250000
1313,29788888,-1
1314,1000000766215,399552
1315,42426581,311688
1316,2252880,173160
1317,3000020014970,419112
1318,28978148,-1
1319,2360717,200000
1320,3000020000363,2615000
1321,3000010026665,250000
1322,2316448,251082
1323,2411836,290000
1324,1000000765035,8216565
1325,20258299,6416104
1326,5834843,3416739
1327,6493408,417391
1328,3000020011512,450000
1329,39969549,458875
1330,4354181,480000
1331,6381658,-1
1332,1000000766215,399153
1333,2738822,500000
1334,29300094,389610
1335,33373644,350649
1336,1000001780454,449048
1337,28978148,-1
1338,20258299,6416104
1339,1000000765035,8216565
1340,7262817,382609
1341,4875640,440000
1342,28978148,-1
1343,1000000488528,9988807
1344,3000020014970,419112
1345,24325929,-1
1346,9767209,1112727
1347,44216713,857143
1348,9611442,1000866
1349,38326412,956710
1350,9000000337376,1437699
1351,5300979,1300000
1352,8213119,2944803
1353,39652446,1569697
1354,9000000295135,1813000
1355,5419551,1813000
1356,38914602,311688
1357,9000000337177,397171
1358,8513497,169264
1359,1000000766215,399153
1360,23195613,3779221
1361,2600458,175000
1362,10144700,827273
1363,39603389,-1
1364,32155417,1038961
1365,1000001682834,1197460
1366,1000000875924,698220
1367,23358224,605195
1368,40067740,-1
1369,25012271,1298701
1370,4000001004988,1496823
1371,11127636,760909
