,hotel_id,rank_score
128,22732,0.00010443508028973805
129,22741,5.397592635385191e-05
130,22774,5.922018615529573e-05
131,23047,-1.2392125747626872
132,23228,6.214877181498406e-05
133,23341,8.560338068881265e-05
134,23411,0.00013119984094593117
135,23418,5.604555760413199e-05
136,23518,4.3992673302144664e-05
137,23699,6.227884759781255e-05
138,29475,7.287206579360328e-05
139,29483,5.8909812628482424e-05
140,29514,7.225093289132587e-05
141,29672,-1.2392308186071885
142,29676,-1.2392255525065368
143,41168,7.128742741839368e-05
144,41169,0.00010605076462138247
145,41171,0.00011065560517254595
146,41172,6.4008490472276e-05
147,41175,7.549457029566123e-05
148,41176,6.441288983416251e-05
149,41177,0.00011580324483872872
150,41178,-1.2392096783998137
151,41180,6.84965439100899e-05
152,41181,5.7262721836857365e-05
153,41182,7.103311996733093e-05
154,41183,8.946790975870541e-05
155,41184,6.678520095850558e-05
156,41186,7.08354695167813e-05
157,41187,7.214250186361958e-05
158,41189,5.9890851903269625e-05
159,41190,6.279994119224013e-05
160,41191,7.761732343160025e-05
161,41192,6.0691479627244326e-05
162,41193,0.00010831662067908454
163,41194,6.110134979658589e-05
164,41195,5.7976263651022504e-05
165,41197,6.314227542458913e-05
166,41198,0.00010583264105370885
167,41200,0.00013999589432468063
168,41201,0.00010744146542464558
169,41202,7.832002140028852e-05
170,41204,5.77219328458039e-05
171,41206,6.696816703461514e-05
172,41207,7.653495501646182e-05
173,41209,5.719499454112986e-05
174,41211,6.23253292501739e-05
175,41212,5.09847220886133e-05
176,41213,-1.2392091187239431
177,41215,6.570696153600602e-05
178,41217,6.724212535117106e-05
179,41218,6.955477403920348e-05
180,41220,5.7597386508134794e-05
181,41223,5.9080878703213216e-05
182,41224,6.954114424785324e-05
183,41225,7.513895563239755e-05
184,41226,6.608119086512356e-05
185,41228,6.696773326059372e-05
186,41229,7.20570135499658e-05
187,41230,4.677469026093713e-05
188,41231,7.220986264631873e-05
189,41232,8.963219073873397e-05
190,41234,4.162552825502958e-05
191,41235,7.287047142423659e-05
192,41236,7.452605453812014e-05
193,41237,7.206350150300124e-05
194,41238,5.1547687754502044e-05
195,41239,-1.2392042139550425
196,41240,6.522331650738215e-05
197,41241,6.215833765968839e-05
198,41243,7.110179383752822e-05
199,41245,0.00011000057268722215
200,41247,6.029876228674905e-05
201,41248,5.3611350601099035e-05
202,41249,5.868310221990565e-05
203,41250,7.614951294454209e-05
204,41254,6.561540979907162e-05
205,41255,5.6384815652057154e-05
206,41258,5.293610302974032e-05
207,41261,-1.239214339723742
208,41269,5.573670181777035e-05
209,41275,6.564555468188483e-05
210,41279,7.104398470219163e-05
211,41280,5.009297859476149e-05
212,41282,4.3333505033064387e-05
213,41284,5.5063446808308706e-05
214,41288,-1.2392147894222376
215,41289,6.453421892555516e-05
216,41295,-1.2391384056024122
217,41298,6.328520695663935e-05
218,41300,5.013233821813919e-05
219,41303,4.2969786671456575e-05
220,41304,7.155995857046447e-05
221,41306,5.3695462630132764e-05
222,41309,-1.2392014544727716
223,41312,6.674928241108536e-05
224,41314,4.9761662704357726e-05
225,41317,6.407449194968173e-05
226,41318,0.0001363303862045121
227,41319,4.7780921599447005e-05
228,41325,-1.239218211480547
229,41329,5.6171236331241226e-05
230,41330,0.0001001268284008732
231,41334,5.315523597189643e-05
232,41335,7.121061563531038e-05
233,41337,5.6005000075619574e-05
234,41341,6.371533573289989e-05
235,41342,5.2962513497559874e-05
236,41345,5.7564491455377194e-05
237,41348,5.304176099937705e-05
238,41349,7.298060550403921e-05
239,44241,6.56468643720294e-05
240,44965,6.19351817484156e-05
241,45547,4.472539913142892e-05
242,45571,0.00012500446124522245
243,45589,0.00011049132419251738
244,45757,7.512417385753948e-05
245,45759,0.00011170890993804445
246,45970,6.684979876715773e-05
247,45972,7.360619024520289e-05
248,45991,6.167822109013843e-05
249,46035,7.021771828291608e-05
250,46049,6.321718170893611e-05
251,46089,6.16291360416483e-05
252,46102,0.00012351240335592298
253,46209,6.248982554916515e-05
254,46551,6.551399318652496e-05
255,46572,6.309120198679538e-05
256,46736,6.721259859819878e-05
257,46771,6.276760282337469e-05
258,46779,6.543184352471312e-05
259,46791,0.00011110752174595684
260,46813,7.123169248906306e-05
261,46814,6.856135098673266e-05
262,46882,5.723943762405255e-05
263,47176,6.251664262959197e-05
264,47187,5.9715145577173044e-05
265,47201,6.342175720240137e-05
266,47288,6.626235839369802e-05
267,47505,7.008283511506679e-05
268,8,5.87048867772731e-05
269,10,7.815735993568205e-05
270,39,0.00013806836678172387
271,102,6.249403591921804e-05
272,130,4.770560630332249e-05
273,173,0.00011819792475018919
274,201,5.1206632904893435e-05
275,280,4.527176781325107e-05
276,286,9.000694166529255e-05
277,298,6.205448414274926e-05
278,332,0.00012058337565061121
279,372,6.206437754925094e-05
280,393,0.00010535991290126262
281,415,0.0001011852907254242
282,430,9.857241561100152e-05
283,436,6.860134362487335e-05
284,477,5.5053031848088744e-05
285,482,5.901842637342514e-05
286,506,5.4922532895457796e-05
287,538,0.00011959318354688313
288,552,0.00012660170629425968
289,554,5.937596173561589e-05
290,619,4.34772119959351e-05
291,642,5.819583444937351e-05
292,680,0.00010298564883356303
293,692,3.681319149383474e-05
294,747,5.564941293119181e-05
295,842,6.253994688477978e-05
296,848,0.00012633420731875973
297,868,0.00010047057430557886
298,869,6.340001045989671e-05
299,910,6.336046977676419e-05
300,963,6.318352138520859e-05
301,1002,4.691956804235376e-05
302,1035,9.046335116621283e-05
303,1073,5.7076180884514846e-05
304,1091,0.00013928694044331398
305,1092,6.61355890162188e-05
306,1304,0.0001019225805052002
307,1323,6.505962904670771e-05
308,1357,0.00013491256740495825
309,1431,0.00011348507081904498
310,1435,6.516839765020879e-05
311,1488,7.138339086110862e-05
312,1489,8.546740118251172e-05
313,1516,4.47757250663586e-05
314,1584,4.3287522010211865e-05
315,1600,4.686195011844301e-05
316,1721,0.00010183804167272207
317,1777,0.0001233962288299176
318,1782,7.001525932435578e-05
319,1900,4.694565159319392e-05
320,1984,0.0001385723086743506
321,2049,8.532350659403146e-05
322,2085,7.010269525861015e-05
323,2092,6.948012897186283e-05
324,2096,9.671901637815718e-05
325,2126,0.00011146506457005006
326,2353,6.22828664904287e-05
327,2384,5.8620809463060685e-05
328,2481,6.187019504211825e-05
329,2510,3.7652774826242356e-05
330,2533,7.366264326049145e-05
331,2571,5.1853165255395705e-05
332,2689,5.4530526067185705e-05
333,2712,4.654773421159696e-05
334,2820,8.591569448905415e-05
335,2965,0.00010655948386129068
336,3002,4.306359867674174e-05
337,3007,5.924567642540522e-05
338,3074,6.074994155898774e-05
339,3095,6.028042523232693e-05
340,3199,3.8010652717782625e-05
341,3217,5.7736359075323583e-05
342,3277,5.766956636719723e-05
343,3399,0.00013561227697441374
344,3486,5.4828278867461306e-05
345,3542,5.965314628412512e-05
346,3595,5.6641704772300776e-05
347,3665,5.320166918454593e-05
348,3724,5.798997697353798e-05
349,3746,5.442519649582873e-05
350,3887,6.078563276472528e-05
351,3943,5.355489230380989e-05
352,4031,5.839444625057563e-05
353,4039,6.137345874700547e-05
354,4044,4.4560495799124345e-05
355,4076,-1.2392121146551704
356,4189,6.083912323071077e-05
357,4201,6.562608847752869e-05
358,4202,4.251071401567089e-05
359,4231,5.772457132664995e-05
360,4268,5.72105794598591e-05
361,4271,4.8064007738369874e-05
362,4298,4.476697171771108e-05
363,4366,5.869088243321971e-05
364,4448,6.732145223181386e-05
365,4451,7.222118894261071e-05
366,4621,4.76988016217238e-05
367,4660,5.559533998671814e-05
368,4667,5.527022168630269e-05
369,4760,5.780150887130187e-05
370,4807,6.511882943501963e-05
371,4859,9.110812949402074e-05
372,4954,6.0353781387948726e-05
373,5014,-1.2392147650141585
374,5799,0.00013551383426228702
375,5868,4.705453301910993e-05
376,5901,4.7221404297975036e-05
377,6119,6.382716905379344e-05
378,6126,0.00012633420731875973
379,6147,6.169474686937674e-05
380,6200,5.817296039744937e-05
381,6296,5.686368679081286e-05
382,6357,5.6805993682937605e-05
383,6689,5.967351485234714e-05
384,6816,0.00011852648671024633
385,6817,5.20971548980874e-05
386,7083,4.9613059727050956e-05
387,7086,8.554192164429071e-05
388,7311,0.0001393071874800922
389,7366,6.240178536634195e-05
390,7371,3.656033391731176e-05
391,7372,6.24252670593472e-05
392,7530,6.405796661884024e-05
393,7531,5.589240873082456e-05
394,7672,5.3516362110808136e-05
395,7815,0.00013259176411498954
396,7902,5.639310794020433e-05
397,7904,7.998090389876186e-05
398,8399,0.00010842665693640941
399,8402,-1.2392062962492612
400,8408,6.720468446582548e-05
401,8409,5.412068767724788e-05
402,8411,8.532774222387658e-05
403,8418,0.00013487207440772715
404,8425,7.575934225669934e-05
405,8426,0.00010718419568102865
406,8427,6.447536239912013e-05
407,8430,6.999561792606148e-05
408,8434,5.830920651550751e-05
409,8441,5.0388345377201284e-05
410,8446,5.8972944906059224e-05
411,8447,4.469648729178946e-05
412,8449,8.886060056566247e-05
413,8453,6.0627272975700625e-05
414,8455,8.166364152081312e-05
415,8457,5.222549831964292e-05
416,8460,4.462777411704296e-05
417,8462,-1.2392062122557626
418,8463,6.602319614654508e-05
419,8467,5.327295940470526e-05
420,8468,9.091607988336577e-05
421,8472,5.219910249161645e-05
422,8478,4.912622546984362e-05
423,8479,4.2325240572269285e-05
424,8481,5.173440807733732e-05
425,8482,6.0160773588696004e-05
426,8483,6.107904567077919e-05
427,8487,5.7794639588903875e-05
428,8489,4.760743759308272e-05
429,8490,6.239479458040592e-05
430,8491,4.935946164102561e-05
431,8497,4.8384308589017034e-05
432,8498,5.232874400707905e-05
433,8499,6.79322763995363e-05
434,8505,6.72666322110748e-05
435,8506,5.6402589577030364e-05
436,8508,8.455980964897315e-05
437,8509,4.9094385711276627e-05
438,8792,5.321574261446129e-05
439,8799,6.9124754865983e-05
440,8807,5.4451811453310115e-05
441,8817,-1.2392115002538526
442,8822,0.0001345271409899309
443,8829,6.230501078835547e-05
444,8830,4.779005037453503e-05
445,8836,-1.2392100611429202
446,9078,5.591122467061473e-05
447,9088,5.7918419237382565e-05
448,9100,4.885108944425384e-05
449,9109,4.392834064307372e-05
450,9117,-1.2392160189848163
451,9118,5.4857397655728075e-05
452,9151,-1.2392115413240976
453,9152,0.00012056983264572731
454,9154,8.682246176495213e-05
455,9158,6.247675071761947e-05
456,9159,6.229082842187513e-05
457,9952,6.773947805948932e-05
458,9963,4.654773421159696e-05
459,21682,7.975303062218486e-05
460,21739,4.3802550132476105e-05
461,21768,9.278969195715785e-05
462,21819,6.462285900055185e-05
463,21873,6.460080040878246e-05
464,21935,6.317651594716836e-05
465,21957,6.406489242639368e-05
466,22001,5.407011672219984e-05
467,22007,6.032748592190473e-05
468,22018,4.315798312713403e-05
469,22052,5.803355713875784e-05
470,22056,8.429179954389199e-05
471,22070,9.534747793955467e-05
472,22132,4.439017102618437e-05
473,22178,6.235448227838471e-05
474,22216,6.389145608459848e-05
475,22222,4.7138970720505925e-05
476,22262,-1.239207575064912
477,22285,5.180385615436989e-05
478,22309,4.605171923070332e-05
479,22410,5.388524306581637e-05
480,22454,5.328917101340073e-05
481,22464,6.53275310537488e-05
482,22493,7.443267244913913e-05
483,22500,5.289601321882347e-05
484,22514,0.00011279636390827306
485,22517,5.710932440519433e-05
486,22557,4.3675670169877496e-05
487,22580,6.327349149126875e-05
488,22589,4.1366511840536484e-05
489,22619,0.00010213479953842553
490,22623,4.208593482436619e-05
491,22720,0.00012293726575557132
492,22722,6.435848053687603e-05
493,22802,0.00010761289054557935
494,22906,8.942852862220806e-05
495,22914,6.11078177040676e-05
496,22920,9.777757163005824e-05
497,22952,5.55383215691754e-05
498,22956,8.741838878792308e-05
499,22980,5.8783899768964755e-05
500,22987,5.404131019680824e-05
501,23029,6.241639204053284e-05
502,23134,0.00012127269995375395
503,23137,4.985830754213628e-05
504,23140,7.223010755225931e-05
505,23145,4.9478647798669934e-05
506,23167,8.843757965795675e-05
507,23172,6.601218947375838e-05
508,23189,6.782529840740883e-05
509,23213,6.433486538520055e-05
510,23234,5.502221328860233e-05
511,23248,7.489046801999546e-05
512,23270,9.675254439588885e-05
513,23305,7.49449717402041e-05
514,23330,6.283768537127633e-05
515,23376,0.00010815758166193186
516,23393,0.0001236015800549533
517,23394,6.233596324104509e-05
518,23461,5.78380089753039e-05
519,23493,4.7088212465307684e-05
520,23513,5.280506261598905e-05
521,23674,0.00010118210910065534
522,23732,5.139926056803229e-05
523,23772,0.00012237666491428788
524,23803,5.865127674569952e-05
525,29404,8.737590470124527e-05
526,29409,5.750636354768246e-05
527,29414,8.905889641714377e-05
528,29415,6.310499039191184e-05
529,29419,0.00010640362333990816
530,29445,0.00010524384979800984
531,29448,0.00011180067967638376
532,29456,0.00013075398897450762
533,29458,-1.2392081500483423
534,29466,0.00012775509414014404
535,29498,9.180255683095621e-05
536,29564,4.796834500763343e-05
537,29566,-1.2392122789361504
538,29615,6.98567351416839e-05
539,29663,0.00010717747182950173
540,29666,0.000123144266290052
541,29684,0.00011951325636783803
542,29686,7.141452110573623e-05
543,29694,0.00010683860687920497
544,29695,0.0001068390673901349
545,29696,0.00010679753663419783
546,29700,0.0001194721861228309
547,29701,0.00011306257153163022
548,29706,0.0001194721861228309
549,29707,0.00011947300791002464
550,29711,0.00010995939545086022
551,40391,6.608200868452499e-05
552,40392,6.489354795181977e-05
553,40394,5.793865377550806e-05
554,40395,5.3980157239234127e-05
555,40397,6.000959867846273e-05
556,40398,6.73346245014431e-05
557,40400,5.220291574716843e-05
558,40402,5.646644760322272e-05
559,40404,5.8064656985504877e-05
560,40405,5.982762121325517e-05
561,40407,5.47714956525128e-05
562,40409,5.316483124086447e-05
563,40410,0.00013150043500639625
564,40411,0.0001339630165232286
565,40412,7.922434207215963e-05
566,40413,6.903849592406887e-05
567,40414,6.022812971422511e-05
568,40415,7.171092493065602e-05
569,40417,0.00010397791646703933
570,40418,6.662052518268327e-05
571,40419,0.00010912743435906906
572,40422,7.154145972400211e-05
573,40423,7.715242361309693e-05
574,40424,0.00013503950234911808
575,40426,0.00010927787928574811
576,40427,0.00010501432179109568
577,40428,0.00012569430977480092
578,40430,6.963473304267978e-05
579,40431,0.00010979805606870398
580,40432,0.0001421263489554816
581,40433,6.119370508667134e-05
582,40434,6.732714536398551e-05
583,40435,6.975615732879745e-05
584,40437,0.00012907385358822555
585,40438,6.073855166767942e-05
586,40439,0.00011719488253107668
587,40440,8.984056734811417e-05
588,40441,9.309306730133208e-05
589,40442,0.00012866815925853133
590,40443,4.68252342374165e-05
591,40444,0.000130531158096419
592,40445,9.608511651291276e-05
593,40446,5.5200266234192156e-05
594,40448,0.0001345748757117961
595,40449,0.00013045123552751962
596,40450,0.0001189879086447515
597,40451,9.087748913711971e-05
598,40452,6.41490277137039e-05
599,40453,5.748352889587669e-05
600,40454,0.0001384769390333355
601,40456,9.93612298154002e-05
602,40457,0.0001350179403206974
603,40458,3.3949712766973843e-05
604,40459,5.163737267884718e-05
605,40461,5.5386352699949204e-05
606,40462,8.531718048640827e-05
607,40463,0.00014215518737656615
608,40465,5.4197097191806445e-05
609,40466,-1.2392125253576205
610,40467,5.1156559078741686e-05
611,40468,6.495344678701006e-05
612,40470,0.00011532461784567201
613,40471,0.00010551979508691161
614,40472,5.752459914088384e-05
615,40475,0.0001261974199853803
616,40477,0.00012267913894470478
617,40478,0.00010132841992271813
618,40480,0.00014113542443774734
619,40481,0.00010132841992271813
620,40484,6.927780755166769e-05
621,40486,0.0001275057432381418
622,40487,6.181903217047452e-05
623,40490,0.00013812099078637413
624,40491,6.231268194535278e-05
625,40494,8.384853287435219e-05
626,40495,5.4110575913543575e-05
627,40496,-1.2392157725633464
628,40498,5.7467306286160575e-05
629,40499,6.532447349573474e-05
630,40502,5.275591697127333e-05
631,40504,0.00012322705424963487
632,40505,0.0001017139499720006
633,40506,5.679767431150782e-05
634,40507,6.902510012021535e-05
635,40509,5.8270436987501316e-05
636,40511,7.285607525610706e-05
637,40512,9.823463446016356e-05
638,40513,4.656450067710757e-05
639,40514,9.40854011586554e-05
640,40515,4.976176494674558e-05
641,40520,4.3435412099657316e-05
642,40522,5.859686048948709e-05
643,40527,5.8675723014850806e-05
644,40529,3.9617544792715745e-05
645,40530,4.138348797925286e-05
646,40531,8.308380105757846e-05
647,40532,5.4884286947648305e-05
648,40533,6.140029164510604e-05
649,40534,0.00011399355264940675
650,40535,0.00010772278483534833
651,40536,5.7673172334604705e-05
652,40537,5.378864725202142e-05
653,40542,5.9677142333821654e-05
654,40543,4.5792505227501035e-05
655,40546,-1.2392094922792452
656,40552,0.0001053912017031846
657,40553,-1.239207965635541
658,40558,4.379459204269725e-05
659,40559,8.607330481899161e-05
660,40562,3.854971842253004e-05
661,40567,5.6796291017585745e-05
662,40568,0.00010537480619285733
663,40569,6.183570590627372e-05
664,40570,4.953642089780015e-05
665,40572,7.80404484755692e-05
666,40573,5.450430145412264e-05
667,40576,-1.2392169168313398
668,40584,0.0001339266247262024
669,40586,7.042564453268871e-05
670,40590,8.007202342450114e-05
671,40591,6.431065322122948e-05
672,40592,0.00010176868078670665
673,40593,5.940806383135501e-05
674,40594,9.752962379829662e-05
675,40595,8.605151540590004e-05
676,40596,5.401964306344099e-05
677,40600,9.075050990001559e-05
678,40601,9.365215450564368e-05
679,40605,0.0001071036103929243
680,40607,5.9990771433381543e-05
681,40608,-1.2392170868111865
682,40619,0.0001009872642865877
683,40620,4.101937217860699e-05
684,40622,9.036683471788483e-05
685,40624,-1.2392117769925584
686,40626,5.510381912577093e-05
687,40629,5.707663515042858e-05
688,40634,5.9294732672473444e-05
689,40637,0.00010139237735937012
690,40641,5.291723938481935e-05
691,40642,-1.2392157445675647
692,40644,5.403389066637403e-05
693,40645,4.1582854167536665e-05
694,40651,5.4649616325797565e-05
695,40653,4.9233745369492976e-05
696,40660,6.633251329343978e-05
697,40663,4.474667746093183e-05
698,40664,6.920645079817567e-05
699,40667,6.515059540282718e-05
700,44205,0.00012761180578104366
701,44207,0.00013061897752979763
702,44210,5.984672007537819e-05
703,44211,5.506279896652855e-05
704,44213,5.163064261752697e-05
705,44734,-1.2392098159317
706,44735,4.979983478827833e-05
707,44736,6.354079275147585e-05
708,44737,0.00010984625436902032
709,44739,5.769803932206374e-05
710,44740,-1.2392056989081053
711,44746,4.657486107843621e-05
712,45078,6.703473880679918e-05
713,45292,5.2999420588991727e-05
714,45445,6.700483985636086e-05
715,45527,6.125645124895518e-05
716,45534,-1.2392084568622845
717,45545,0.0001084287955374847
718,45635,0.00013840029764398927
719,45652,0.00013831815715397499
720,45734,9.739922917706401e-05
721,45815,6.140556177765944e-05
722,45867,9.046555357337741e-05
723,45874,-1.239210581103206
724,45996,6.410836556457137e-05
725,46304,0.00013092823378715664
726,46310,6.104991181429795e-05
727,46331,0.00010102045613793457
728,46382,3.943274826088594e-05
729,46384,6.683344582844383e-05
730,46429,6.522060916569318e-05
731,46503,6.642838623214118e-05
732,46508,6.309629165918462e-05
733,46564,6.291556545999177e-05
734,46580,0.00012921977196850756
735,46593,9.025455616135218e-05
736,46599,6.507952820262589e-05
737,46785,6.181572889245638e-05
738,46792,6.47194032581183e-05
739,46795,6.283272072723466e-05
740,46875,5.851063383743292e-05
741,46934,6.297624128515829e-05
742,46937,0.00010437369410530697
743,47027,6.135865431654591e-05
744,47067,5.721646312943562e-05
745,47091,5.6817520909199254e-05
746,47113,-1.2392073557607879
747,47163,6.368076493327133e-05
748,47217,6.357822793266369e-05
749,47245,5.977820857815279e-05
750,47303,8.617146167828551e-05
751,47364,5.9149269508520805e-05
752,47462,0.00012434364976510293
753,47468,6.368076493327133e-05
754,47474,0.00010575308542146403
755,47546,-1.2392109094645145
756,47561,6.413183771096712e-05
757,47564,7.331994332529415e-05
758,47586,-1.2392073557607879
759,47588,0.00010863766136914215
760,47617,0.0001267766841436869
761,47651,6.91122389823836e-05
762,56,5.903799267061724e-05
763,116,0.00012185484327598591
764,170,0.00011035286768360731
765,367,-1.239213030910159
766,519,0.00010319532790804318
767,643,4.1859809066541404e-05
768,715,5.4877135746477207e-05
769,776,5.599892709131289e-05
770,875,0.00013383386240869408
771,1118,5.900537825452592e-05
772,1244,7.078585470133534e-05
773,1249,5.3153315181126394e-05
774,1279,-1.2391700322996968
775,1352,0.00010978583621105786
776,1375,5.112618188522087e-05
777,1387,9.671119158111762e-05
778,1666,4.54012753135044e-05
779,1685,-1.2392183679211768
780,1788,6.642975331782087e-05
781,2418,5.896714337952195e-05
782,2656,6.249235679944307e-05
783,2662,5.001384046702996e-05
784,2760,7.396452192036637e-05
785,2790,5.391914955395337e-05
786,2822,4.62828419245513e-05
787,2871,5.718821474953342e-05
788,3227,-1.2392125253576205
789,3325,5.3067065743633816e-05
790,3396,5.253410704956223e-05
791,3451,5.531383442384511e-05
792,3532,0.00010593335800677652
793,3605,6.447935237480485e-05
794,3709,0.00012189125674359323
795,3715,8.920848218599421e-05
796,3772,-1.2391552294428798
797,3853,5.6045327228264873e-05
798,3881,5.039228584023182e-05
799,3890,5.231412354311427e-05
800,3964,6.402099514376981e-05
801,4007,8.659545780258914e-05
802,4008,4.234037383903326e-05
803,4097,8.809093818337369e-05
804,4108,4.624177167954415e-05
805,4417,4.360398959742116e-05
806,4475,6.523735520107457e-05
807,4552,0.00010602651702842489
808,4712,4.5594990157618716e-05
809,4772,6.40036462104519e-05
810,4839,4.188464817143051e-05
811,4872,0.00012943404066692376
812,5141,-1.2392153131971284
813,5155,5.354409716435697e-05
814,6110,3.798755718477466e-05
815,6194,5.3722794918400207e-05
816,6327,8.352928430814236e-05
817,6370,-1.2392150559504287
818,6390,-1.2391852278836015
819,6631,0.00012193232698860038
820,6656,0.00012423597118214606
821,6677,0.0001005600451206777
822,6680,6.823137943992008e-05
823,6724,6.260659470438452e-05
824,6774,-1.239211162617213
825,6814,5.741284002977611e-05
826,7075,-1.2392164259022194
827,7527,5.200445415765416e-05
828,8195,9.924872314106243e-05
829,8207,4.627843391678646e-05
830,8226,-1.2392165118277565
831,8227,0.00012164304968930936
832,8228,0.00011408015261258445
833,8232,6.48305837962306e-05
834,8234,4.77980542534881e-05
835,8238,-1.2391811916139381
836,8240,5.5713419859693663e-05
837,8247,5.662087352957799e-05
838,8252,6.305893536988154e-05
839,8942,-1.2392167133939345
840,8945,5.8775039608086686e-05
841,8946,6.56203646070725e-05
842,8949,8.567556048218538e-05
843,8952,5.896360292922961e-05
844,8953,-1.2392092117422386
845,9756,-1.2391505849248965
846,9866,0.00013545103728466787
847,21669,-1.2392190205572569
848,21884,4.521332490377177e-05
849,21959,5.328562707070953e-05
850,22095,0.00011694993812645795
851,22397,5.3780454739763514e-05
852,22407,6.29865778979917e-05
853,22772,6.861395898111595e-05
854,22796,0.00010005283930920167
855,22876,6.143416392637864e-05
856,22905,8.478233929420481e-05
857,23200,-1.2392170868111865
858,23229,5.856086843878972e-05
859,23286,-1.2392159779145713
860,23323,5.5935535087877136e-05
861,23382,4.8192190224642145e-05
862,23409,6.594389366242461e-05
863,23508,-1.239155516934595
864,23522,6.591425004514326e-05
865,23593,6.567658733482377e-05
866,23611,6.693390489824721e-05
867,23671,9.958571407183895e-05
868,23734,5.571448816164104e-05
869,23735,4.8085464207176846e-05
870,23780,8.788041927186596e-05
871,29659,0.00011857866299722677
872,29660,-1.2392140802672533
873,29726,5.930981641459767e-05
874,41360,5.91926330918002e-05
875,41361,5.029070730943339e-05
876,41362,-1.2391785127783792
877,41363,-1.2392175711617819
878,41364,0.00012784274971580444
879,41365,-1.2391999253514039
880,41367,0.00010199601128715469
881,41369,0.0001339318964856749
882,41370,5.644965594499568e-05
883,41372,5.3729164486582185e-05
884,41373,6.098687261313203e-05
